Departamento,Municipio,Estado,Topografia,Drenaje,Materia orgánica (MO) %,Acidez (Al+H) KCL cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,Produccion,Rendimiento
41.0,41548.0,3.0,10.0,20.0,2.12,2.97,1.78,0.14,1.0,13.69,1.66,0.32,5.0,35.0,7.0
5.0,5665.0,3.0,18.0,20.0,2.62,0.16,7.08,0.22,2.89,22.13,4.94,0.2,0.0,0.0,0.0
19.0,19130.0,3.0,9.0,20.0,20.43,0.58,2.0,0.14,1.63,2.56,4.57,0.13,0.0,0.0,0.0
5.0,5411.0,3.0,10.0,20.0,3.979557964869776,1.6868033991262643,0.79248,0.01632,3.5,4.8,0.7000000000000001,4.01,12.0,90.0,7.5
15.0,15531.0,3.0,10.0,21.0,10.100716085523167,2.242269885656184,0.39312,0.0272,2.2,2.7,0.5,0.070247063,0.0,0.0,0.0
25.0,25328.0,2.0,10.0,21.0,5.337088012747637,3.1690005827521874,6.47712,0.03808,2.1,8.2,3.2,0.2227370158831595,0.0,0.0,0.0
68.0,68770.0,3.0,10.0,20.0,8.164626128910912,4.535238324444555,0.59,0.14,1.0,16.45529290853031,1.0,0.1344691591368756,600.0,6.0,10.0
50.0,50226.0,2.0,11.0,20.0,3.178725872175991,1.6774683049858887,0.58656,0.03264,2.4,5.785,1.0,0.1047006480317245,40.0,320.0,8.0
85.0,85139.0,3.0,11.0,20.0,1.3957436971737291,0.4922117715764466,1.6601879417670675,0.14,2.412650602409637,7.12751004,5.515060240963853,0.1538411711361574,0.0,0.0,0.0
13.0,13688.0,3.0,9.0,20.0,3.3636486005265813,3.421554051718981,0.59,0.14,1.602880658436214,5.981481481481483,1.0,4.01,0.0,0.0,0.0
85.0,85010.0,2.0,11.0,20.0,1.0114478946708034,1.716882614901101,0.59,0.14,1.347,19.828,1.56,0.2242268041237113,216.0,3.24,15.0
25.0,25394.0,3.0,9.0,21.0,7.429720195485626,1.2745127685748288,3.2958958000000003,0.12009095,3.09,1.1,3.371,0.3000187908112933,120.0,1.8,15.0
18.0,18753.0,2.0,9.0,20.0,1.4215863352277227,2.875041076550313,1.5908482459677429,0.14,1.0584677419354844,3.991935483870969,2.8377016129032264,0.2402259007734389,0.0,0.0,0.0
85.0,85125.0,3.0,11.0,20.0,1.3623591492007785,1.515569656361429,0.59,0.14,1.196,3.705,1.0,0.1089638157894737,100.0,1.7,17.0
25.0,25394.0,2.0,9.0,21.0,5.589729462,1.9243079412659163,2.39616,0.02176,1.7000000000000002,9.1,2.6,0.1848306221826898,120.0,1.8,15.0
25.0,25862.0,2.0,9.0,21.0,6.598326313348427,0.146931758,4.79232,0.07072,2.1,1.7000000000000002,4.0,0.028046702,10.0,100.0,10.0
41.0,41524.0,2.0,9.0,20.0,2.6975213226481696,0.3456900973481088,4.530239999999999,0.06528,2.5,6.7,1.7000000000000002,0.2925302245250432,80.0,480.0,6.0
25.0,25245.0,2.0,10.0,20.0,9.995579505,2.7060645689150102,0.44091664,0.0928193,1.812,5.754,1.245,0.1233281705929165,7.0,84.0,12.0
25.0,25839.0,3.0,9.0,20.0,5.975202693158921,2.887696480699523,1.2988157000000002,0.14,2.729,7.544,3.196,0.065681445,0.0,0.0,0.0
5.0,5154.0,3.0,11.0,20.0,2.130104075679543,21.52987197733026,1.7302904000000003,0.14,2.402,73.315,2.571,0.1230899830220713,300.0,3.0,10.0
5.0,52254.0,2.0,10.0,20.0,11.347360649632252,4.676668985263541,0.59,0.1022926099999999,1.179,2.113,1.0,0.08377425,0.0,0.0,0.0
76.0,76306.0,2.0,9.0,20.0,9.641720399339514,0.911620429,1.75344,0.03808,1.7000000000000002,6.7,1.7999999999999998,0.2071999937200229,101.0,1.032,12.0
5.0,5615.0,2.0,10.0,20.0,26.722781832883328,2.794683383776157,5.275467555816685,0.1871071210340774,8.444183313748528,4.329024676850763,63.56991774383077,4.861690363297535,14.0,280.0,20.0
15.0,15816.0,2.0,9.0,20.0,10.399414487250828,5.025624431056726,0.29873859,0.14276948,1.865,25.315,3.03,0.1792921365949909,0.0,0.0,0.0
5.0,5197.0,3.0,10.0,21.0,3.826183814489162,1.417653920673898,1.50796565,0.33242706,6.106,2.178,1.5870000000000002,0.345821326,0.0,0.0,0.0
5.0,5615.0,2.0,9.0,21.0,15.61291795,0.3947842946519829,6.08500096,0.14,4.152,19.055,16.113,0.4115977291159772,14.0,280.0,20.0
25.0,25407.0,2.0,16.0,20.0,4.999274880891364,4.760525867767065,0.90291296,0.10162278,3.223,4.436,2.448,0.063131313,90.0,1.89,21.0
50.0,50568.0,2.0,11.0,20.0,2.855186382900313,0.9610868806183658,1.55376,0.12512,2.391,7.724,1.132,0.1210903970966916,0.0,0.0,0.0
76.0,76520.0,2.0,10.0,20.0,13.722423306520389,1.1898114496680805,1.32912,0.03808,4.1,4.3,12.1,0.2153818520121956,3.0,40.0,20.0
18.0,18753.0,3.0,9.0,20.0,1.1670877912842936,3.164819603439189,0.6904891809909001,0.14,1.0849342770475228,4.01,1.0,0.2842665601341625,0.0,0.0,0.0
25.0,25328.0,2.0,9.0,20.0,4.062750123657362,0.3330453176607265,4.605119999999999,0.04352,3.0,9.7,5.2,0.028046702,0.0,0.0,0.0
54.0,54174.0,3.0,16.0,21.0,5.739320121779331,3.1528065388109474,0.6730127,0.14,2.392,23.716,1.0,0.083399523,0.0,0.0,0.0
15.0,15686.0,2.0,9.0,20.0,7.556477818669512,1.3169110746017136,7.576827480000001,0.86905658,2.3680000000000003,23.302,5.346,0.3531845460607408,0.0,0.0,0.0
19.0,19300.0,2.0,11.0,23.0,0.468702204,0.1749248637155187,8.853288161616158,0.1924432222222221,3.0383838383838366,6.9323232323232284,1.0,0.1089766714766714,0.0,0.0,0.0
25.0,25885.0,2.0,11.0,20.0,5.114717025572006,0.2703566239471206,10.4832,0.0544,15.0,1.6,169.0,0.120012353,0.0,0.0,0.0
25.0,25885.0,2.0,10.0,20.0,3.4433780160857905,4.702377207239198,1.1232,0.05984,1.3,8.299999999999999,0.5,0.1871503109258864,0.0,0.0,0.0
68.0,20621.0,2.0,9.0,20.0,1.8573628580812933,6.831352273243556,3.307061866125761,0.14,1.0,7.589249492900609,4.212981744421906,0.068526945,46.0,858.0,20.0
18.0,18256.0,3.0,16.0,20.0,1.1728122858252346,1.1248130321042382,0.67938052,0.14,1.093,11.045,1.0,0.06547619,0.0,0.0,0.0
5.0,5649.0,3.0,16.0,20.0,1.69,1.21,0.6,0.14,1.79,3.79,1.0,0.01,20.0,360.0,18.0
25.0,25326.0,2.0,9.0,20.0,7.540988369461917,0.48383007,3.553717927000001,0.099163737,5.1770000000000005,6.2860000000000005,4.688,0.1574579649852661,15.0,270.0,18.0
5.0,5197.0,3.0,10.0,20.0,2.7820888196458444,2.144589660413172,0.59,0.14,2.790505675954592,5.235294117647058,1.0,0.01535702,0.0,0.0,0.0
68.0,68271.0,2.0,9.0,20.0,4.631308726831044,5.391695947468128,9.293962174,0.14,5.424671385237612,2.184,2.813953488372092,0.1866165403329238,0.0,0.0,0.0
23.0,23807.0,3.0,11.0,20.0,0.5732064995727875,0.9324328963586168,2.1206921529175053,0.14,1.1207243460764589,3.918511066398391,1.018108651911469,0.1688452392677745,0.0,0.0,0.0
18.0,18753.0,3.0,9.0,20.0,1.5047377113136515,1.592277145372333,0.59,0.14,1.0,2.5695564516129044,1.0,0.2469129062640043,0.0,0.0,0.0
76.0,76828.0,3.0,10.0,20.0,6.290504011957472,2.120029161019709,0.99162328,0.14,1.0,6.461,1.0,0.1145038167938931,15.0,225.0,15.0
54.0,54223.0,2.0,11.0,21.0,2.93,0.3911665825112229,7.148317110000001,0.44055676,7.996,139.326,6.582,0.27,25.0,375.0,15.0
19.0,19532.0,3.0,9.0,20.0,5.174632575281564,0.884349043,2.70818993,0.21118783,13.204,51.777,3.123,0.2774101315443836,0.0,0.0,0.0
76.0,76109.0,2.0,10.0,20.0,1.805273834,0.9625649311280297,0.9504740770791076,0.14,1.0,1.0,1.0,0.1810000777851574,70.0,490.0,7.0
19.0,19256.0,2.0,10.0,20.0,7.240119381896525,0.3993048424429387,9.58850965,0.14,3.411,8.286999999999999,1.717,0.4269328802039082,3.2,48.0,15.0
76.0,76306.0,2.0,9.0,20.0,14.434217342888694,0.5796188,0.97968,0.06528,3.5,5.6000000000000005,2.5,0.1494792436393052,101.0,1.032,12.0
23.0,23807.0,2.0,11.0,21.0,0.7869220398830491,1.4869788330165303,5.262843907351461,0.4240040281973816,2.732124874118832,13.639476334340385,1.0,4.01,0.0,0.0,0.0
25.0,25095.0,2.0,10.0,20.0,3.045512151861689,1.347340189806428,6.06528,0.03264,1.9,3.2,2.8000000000000003,0.2247243990531964,5.0,35.0,7.0
25.0,25473.0,2.0,10.0,23.0,2.18,2.7,0.94,0.14,1.53,8.35,1.0,0.29,250.0,5.5,22.0
19.0,19533.0,3.0,10.0,23.0,3.12,9.3,0.59,0.14,1.0,3.03,1.0,0.2,10.0,83.0,8.3
5.0,5885.0,3.0,10.0,21.0,2.883073446327684,1.991909931488089,0.56937094,0.14,1.0,1.0,1.0,0.1669634906500445,0.0,0.0,0.0
76.0,76306.0,2.0,10.0,20.0,10.1,0.2930336099362431,4.64256,0.03264,12.8,8.2,1.7000000000000002,0.1249587121048927,101.0,1.032,12.0
15.0,15822.0,2.0,10.0,20.0,2.254002462812324,1.6890242933242194,2.4596253700000004,0.3377856999999999,1.0,1.0,1.0,0.2353472050942846,0.0,0.0,0.0
50.0,50001.0,3.0,10.0,20.0,7.59,4.130211317,1.2707094600000002,0.1923369,2.449,1.056,2.385,0.71,100.0,2.55,25.5
15.0,15686.0,2.0,10.0,21.0,2.9178958897825185,5.719431309401603,2.7604499700000003,0.14420483,1.13,3.622,1.0,0.2444967277840878,0.0,0.0,0.0
50.0,50001.0,3.0,11.0,21.0,2.0754215197465435,2.462573437414827,0.731749245,0.179154014,1.3822937625754526,8.914486921529175,1.0,0.1363680806064005,100.0,2.55,25.5
50.0,50006.0,2.0,11.0,20.0,3.457450151,2.434249216703172,0.6427200000000001,0.07616,2.95,5.300000000000001,1.7999999999999998,0.1247811045145859,0.0,0.0,0.0
68.0,47707.0,2.0,9.0,21.0,11.075383894634903,0.0,5.9017660020000005,0.054498189,1.496,6.792,1.516,0.1869660863164021,0.0,0.0,0.0
25.0,25394.0,3.0,10.0,20.0,3.1300011451461818,3.925699304200649,0.35736645,0.04889759,3.322,1.0,2.302,0.1768800749230012,120.0,1.8,15.0
86.0,86001.0,2.0,10.0,20.0,3.768055713432807,5.134832992436428,1.75968,0.0272,2.8000000000000003,10.0,1.1,0.2554982679448964,120.0,900.0,7.5
5.0,5615.0,2.0,10.0,20.0,17.535065452339712,0.8384988805088764,0.89863115,0.07014077,1.0,7.389,1.0,0.4299981541017398,14.0,280.0,20.0
15.0,15816.0,2.0,10.0,20.0,7.425782579496806,3.2329790154426776,0.62569321,0.13702808,1.0,2.991,1.341,0.4595674790914594,0.0,0.0,0.0
15.0,15632.0,3.0,9.0,20.0,15.273339654306255,2.553610227004305,0.7912565300000001,0.12793753,1.0,3.2350000000000003,1.0,0.2975678989698087,0.0,0.0,0.0
25.0,25885.0,3.0,11.0,20.0,5.061737646,13.231619791191324,1.3856595900000002,0.3199873599999999,2.551,1.0,2.1990000000000003,0.3149095969271532,0.0,0.0,0.0
19.0,19130.0,2.0,11.0,20.0,13.588318156180392,0.3650552819446797,1.73830507,0.14,2.296,1.014,2.434,0.1538461538461538,0.0,0.0,0.0
85.0,85315.0,2.0,10.0,20.0,1.7160252597279722,5.099851864,1.1286412,0.14,2.053,16.329,1.368,0.087982833,0.0,0.0,0.0
76.0,76109.0,2.0,11.0,21.0,3.661159698807073,0.5530510854834023,0.59,0.14,4.3180000000000005,1.879,1.0,0.072094996,70.0,490.0,7.0
73.0,73152.0,2.0,10.0,20.0,10.76,1.194563101,0.66565677,0.12937288,1.481,3.159,3.093,0.6430635838150289,38.0,266.0,7.0
54.0,54261.0,2.0,11.0,21.0,2.503184228,0.1529415322289794,5.911203390000001,0.24257415,6.13,8.79,4.4030000000000005,0.2710876732635309,450.0,6.75,15.0
85.0,85263.0,2.0,10.0,20.0,2.318122465646338,0.6597087459134375,2.77472267,0.10420641,3.0969999999999995,11.706,3.3000000000000003,0.2665667316699776,60.0,960.0,16.0
25.0,25843.0,3.0,10.0,21.0,9.287352568166044,1.413295712394304,2.9197552600000005,0.14,1.147,2.135,1.295,0.3223140495867768,0.0,0.0,0.0
54.0,54206.0,3.0,16.0,20.0,6.99,0.14150004,4.52,0.14,2.346,13.63,1.0,0.13,0.0,0.0,0.0
5.0,5002.0,2.0,9.0,20.0,14.583774177397116,0.6507134276747825,2.324654519704433,0.2288546551724137,1.0,2.66256157635468,2.403940886699507,0.12,100.0,2.5,25.0
5.0,5664.0,2.0,10.0,20.0,10.32206839096728,1.0502984380496787,1.15817471,0.07712614,2.068,1.949,1.0,0.1993495649116639,0.0,0.0,0.0
54.0,54051.0,3.0,9.0,20.0,6.293612982908583,2.7281864412725567,1.8491008580508468,0.14,1.0,3.5699152542372863,1.0,0.2249730740887703,120.0,1.8,15.0
17.0,17662.0,2.0,9.0,20.0,14.52761384307688,0.8170359066616969,0.59,0.14,1.0,2.006637168141593,1.0,0.1243650835209718,0.0,0.0,0.0
15.0,15686.0,2.0,10.0,20.0,9.309752261,4.130217360406904,1.55649283,0.14812812,1.33,3.4770000000000003,1.199,0.3821964316983481,0.0,0.0,0.0
25.0,25823.0,2.0,10.0,20.0,6.3054001392165295,4.373474297807225,0.230852512,0.043612905,4.074999999999999,0.614,2.828,0.1927971700123598,0.0,0.0,0.0
23.0,23162.0,3.0,10.0,20.0,2.2595085580912864,0.0,6.7392,0.08704,3.4000000000000004,36.1,1.1,0.072212419,0.0,0.0,0.0
5.0,5670.0,2.0,10.0,21.0,2.614983565617155,0.3173123844411215,2.5285003336703733,0.14,1.0,1.547017189079878,1.0,0.044626443,2.0,40.0,20.0
50.0,50711.0,2.0,11.0,21.0,0.8704940422098928,1.200000049343107,0.59,0.14,1.0,3.2134268537074138,1.0,0.2032036100172372,0.0,0.0,0.0
15.0,15533.0,2.0,10.0,20.0,2.261830335879534,3.131928861334836,1.042527856,0.036794651,1.977,7.130999999999999,0.248,0.3111741397678634,0.0,0.0,0.0
15.0,15686.0,2.0,9.0,20.0,8.640005489972111,1.761559079,2.818748460000001,0.28984501,1.0,1.211,1.233,0.1792921365949909,0.0,0.0,0.0
85.0,85410.0,2.0,11.0,21.0,1.06,0.56,2.66,0.14,2.4,7.03,4.99,0.14,50.0,750.0,15.0
86.0,68686.0,2.0,10.0,23.0,2.65,2.99,0.59,0.14,2.1,2.18,1.0,0.01,200.0,1.0,5.0
73.0,73283.0,2.0,10.0,20.0,12.313820084501772,0.35503757,2.3955080100000004,0.04267774,6.933,3.967,20.409,0.8627962318503475,125.0,1.5,12.0
25.0,25438.0,2.0,11.0,20.0,3.912209548,2.441429190610947,0.59,0.14,1.375,1.0,1.0,0.1074614760746147,100.0,1.0,10.0
25.0,25885.0,3.0,10.0,20.0,11.512452155186525,0.9740385495243964,5.7464086000000005,0.16410835,2.233,7.198,4.913,0.3194298078432251,0.0,0.0,0.0
25.0,25885.0,2.0,10.0,20.0,2.3280955379812847,1.6674692701653793,5.95296,0.04352,1.7999999999999998,5.6000000000000005,0.4,0.1473306290686643,0.0,0.0,0.0
68.0,68689.0,2.0,11.0,23.0,2.09,6.65,1.37,0.14,1.0,1.0,1.0,0.06,0.0,0.0,0.0
54.0,54223.0,2.0,11.0,21.0,1.5,0.7121237784178673,4.58504998,0.5002673200000001,2.668,14.477,2.386,0.21,25.0,375.0,15.0
15.0,15686.0,2.0,10.0,20.0,9.449892958936369,0.1922497919126589,12.875951620000002,0.98857339,1.638,8.520999999999999,4.125,0.5299915132655741,0.0,0.0,0.0
25.0,25491.0,2.0,10.0,20.0,4.762512824863549,1.332165569656026,3.13872,0.0272,7.3,4.3,21.4,0.086442861,3.0,45.0,15.0
15.0,15632.0,2.0,11.0,20.0,13.44,1.85,4.09,0.22,7.16,9.09,8.68,0.1,0.0,0.0,0.0
5.0,5890.0,2.0,10.0,21.0,2.239747610151954,2.656443602669044,1.895692441505596,0.14,1.2410986775178028,2.7161749745676502,1.0,0.1029508693060837,0.0,0.0,0.0
86.0,86571.0,2.0,11.0,20.0,3.283012282868045,0.2191303283294612,4.41792,0.04896,3.3000000000000003,6.1,1.3,0.2143477234478399,0.0,0.0,0.0
76.0,76243.0,2.0,10.0,20.0,13.422039322500783,1.560813917942646,1.7837979015240333,0.14,1.0,5.847596717467763,2.5967174677608447,0.051620626,0.0,0.0,0.0
76.0,76890.0,2.0,10.0,20.0,8.936914390041363,0.6708575211129758,8.19936,0.07616,4.1,13.5,0.8999999999999999,0.075392278,30.0,600.0,20.0
54.0,54223.0,2.0,11.0,21.0,2.153991781966912,1.2602034392002373,1.48963072,0.25443971,1.0,3.86,1.173,0.2282775288846969,25.0,375.0,15.0
76.0,76828.0,2.0,10.0,20.0,3.307209502806057,0.071691807,6.1734917000000005,0.14,8.088,9.237,3.359,0.050890585,15.0,225.0,15.0
5.0,5615.0,2.0,9.0,21.0,19.32880481038123,0.1454468453980989,8.585907370000001,0.14,5.589,15.492,13.174,0.4318734793187347,14.0,280.0,20.0
19.0,19130.0,2.0,16.0,20.0,11.302926781080412,0.4899426152415438,0.59,0.14,1.105,1.0,1.0,0.080586081,0.0,0.0,0.0
54.0,54223.0,2.0,11.0,21.0,1.4449915518359555,1.4688404609048331,0.93826534,0.1233444099999999,1.0,1.675,1.0,0.3026809842761967,25.0,375.0,15.0
15.0,5129.0,3.0,9.0,20.0,15.40500807086744,2.4964398487877912,3.14273875,0.1085124599999999,3.1530000000000005,8.613,2.107,0.1527425101136396,0.0,0.0,0.0
25.0,11001.0,2.0,10.0,20.0,6.319957254135869,2.279196004953103,3.084299205298012,0.14,9.635761589403971,27.70419426048564,6.922737306843265,0.3330903135531615,0.0,0.0,0.0
25.0,25823.0,3.0,10.0,20.0,4.816290625208945,5.035069823,0.99162328,0.22707237,1.84,1.611,4.299,0.1504211507016009,0.0,0.0,0.0
15.0,15514.0,3.0,10.0,21.0,3.3810379792263405,2.210957540648628,2.3945847454175166,0.14,2.0672097759674144,16.659877800407337,1.0,0.2039158506330972,0.0,0.0,0.0
25.0,25398.0,3.0,11.0,20.0,2.363617259809673,5.264892332647696,4.072879630000001,0.06746145,3.524,1.0,1.236,0.2762520267439106,90.0,1.08,12.0
68.0,19785.0,2.0,9.0,20.0,2.7867142956322644,8.686861792354666,1.3104,0.03264,2.6,1.7000000000000002,2.6,0.081398196,11.0,110.0,10.0
76.0,76147.0,2.0,10.0,20.0,1.591480609727408,0.5079570542864651,7.263359999999999,0.09248,9.4,7.6,1.9,0.1337142364836817,96.0,240.0,2.5
5.0,5079.0,2.0,10.0,20.0,5.947908883123941,2.234227860998167,0.59,0.14,2.645,3.123,1.789,0.1401869158878504,20.0,1.2,60.0
85.0,85250.0,2.0,10.0,20.0,1.916821906860251,0.3813941187312061,2.2018384500000003,0.04487861,3.4410000000000003,9.04,5.53,0.2665667316699776,60.0,720.0,12.0
86.0,86001.0,2.0,9.0,20.0,6.0951446890408745,2.3496671681365897,2.20896,0.04352,2.2,11.3,1.0,0.1547973898332393,120.0,900.0,7.5
50.0,50287.0,3.0,11.0,20.0,1.1163796818465586,1.008699279503757,0.7796745125628143,0.14,2.306855277475517,10.836779107725787,1.0,0.2523543550330568,2.899,72.259,24.93
86.0,86865.0,2.0,10.0,20.0,4.32,2.75,1.23,0.14,4.49,13.05,2.6,0.06,140.0,910.0,6.5
5.0,5615.0,2.0,10.0,20.0,12.793179140276996,0.1558359057836774,5.39661766,0.14,1.497,12.005,6.275,0.1074614760746147,14.0,280.0,20.0
76.0,76520.0,2.0,9.0,20.0,7.959981338165141,1.466400601355857,1.2792,0.03264,8.2,3.5,6.2,0.271676932,3.0,40.0,20.0
25.0,25326.0,3.0,10.0,20.0,12.634120047746142,2.587179527064763,1.53504,0.03264,2.1,12.2,1.3,0.044113715,15.0,270.0,18.0
66.0,66682.0,3.0,10.0,21.0,10.34608378998712,0.7323376796810543,4.5271906500000005,0.35156506,2.646,2.612,3.7,0.2008197929875261,11.0,525.0,50.0
25.0,25398.0,2.0,9.0,20.0,11.804934239714086,2.691332653930595,2.19601958,0.15568763,1.0,1.221,1.604,0.2880297561554233,90.0,1.08,12.0
86.0,86865.0,2.0,11.0,20.0,8.619731198035966,1.2693027737611764,2.405657775,0.14,2.282937365010799,6.413606911447084,2.720302375809935,0.06352433,140.0,910.0,6.5
5.0,5310.0,3.0,9.0,21.0,5.404221833941934,2.1464478376400566,1.70470933,0.14,1.941,3.563,1.0,0.1837175792507204,0.0,0.0,0.0
25.0,25488.0,2.0,10.0,20.0,2.404429404495884,2.091369753432493,0.744760778,0.035024297,1.0,1.0,1.0,0.2083654323523873,37.0,185.0,5.0
19.0,19533.0,2.0,18.0,23.0,3.58,6.17,1.92,0.14,1.0,7.82,1.0,0.23,10.0,83.0,8.3
20.0,20001.0,2.0,10.0,20.0,3.885484784734811,0.09612602,9.852278723186922,0.14,7.838610827374869,45.1011236,4.152196118488251,0.1476211837720693,260.0,2.136,8.22
50.0,50325.0,2.0,9.0,20.0,0.9381096904341518,1.6790798500894648,0.238098388,0.021124627,2.125,1.0,1.0,0.1661432848900898,0.0,0.0,0.0
25.0,25596.0,2.0,10.0,20.0,3.365108648418837,0.8754824828792692,8.785615380000001,0.2669751,3.823,2.034,24.134,0.5037988598556337,5.0,35.0,7.0
25.0,25805.0,2.0,11.0,20.0,8.467455130117374,0.5355892836437881,10.35001309,0.33472362,1.532,13.968,2.259,0.4551578885927194,10.0,150.0,15.0
25.0,25592.0,3.0,9.0,20.0,2.344907764356232,0.2972565406515182,2.4710400000000003,0.04352,1.6,4.5,0.7000000000000001,0.1201069537196222,20.0,500.0,25.0
52.0,52585.0,2.0,11.0,21.0,8.964829205679028,1.0050245445808097,3.80103959,0.14,2.494,17.462,7.199999999999999,0.3228346456692912,18.0,324.0,18.0
73.0,73026.0,2.0,10.0,20.0,2.383765915483256,0.2601215600617398,4.01,0.26764493,2.895,8.822,1.0,0.4364092065036768,405.0,1.309,3.4
19.0,19533.0,2.0,10.0,21.0,1.54,4.75,0.59,0.14,1.0,1.0,1.0,0.1,10.0,83.0,8.3
5.0,5197.0,3.0,10.0,20.0,3.589730890117979,1.35454723,0.59,0.14,2.223,3.606,1.0,0.2357032457496136,0.0,0.0,0.0
68.0,68679.0,2.0,9.0,20.0,3.818057742585216,2.70766712,0.6595942880000001,0.030430946,2.661,1.371,1.095,0.2083654323523873,150.0,3.0,20.0
20.0,20013.0,3.0,10.0,20.0,3.590872163622404,4.656575277306571,2.397956561546286,0.14,1.0,5.028484231943032,1.0,0.2024916751743392,0.0,0.0,0.0
5.0,5364.0,2.0,10.0,20.0,17.285315522031407,1.9744969107682853,3.3411292800000005,0.14,11.031,23.562,12.611,0.3040262941659819,0.0,0.0,0.0
50.0,50251.0,2.0,11.0,20.0,1.2890719472436278,4.01,0.66144,0.0272,3.5,2.4,0.3,0.038687516,800.0,12.0,15.0
50.0,50001.0,3.0,11.0,20.0,2.1326308817024344,0.3980673848250949,1.99056,0.0272,3.2,4.689,2.21,0.1986652399189006,100.0,2.55,25.5
52.0,52585.0,2.0,16.0,23.0,10.11,0.62,4.71,0.14,1.79,4.76,10.54,0.25,18.0,324.0,18.0
5.0,5313.0,2.0,10.0,21.0,5.139039415547081,3.3975063765611204,1.2370353147574815,0.14,2.5706914344685226,2.367389060887512,1.0,0.1153700844103318,12.0,120.0,10.0
76.0,76736.0,2.0,10.0,23.0,5.9,0.73,2.07,0.14,2.33,4.13,1.22,0.08,27.0,540.0,20.0
25.0,25885.0,2.0,10.0,20.0,5.327853889658702,5.569068852206486,1.4247448300000003,0.25874576,5.324,2.094,5.5920000000000005,0.2434258809176602,0.0,0.0,0.0
25.0,25473.0,2.0,10.0,23.0,3.46,8.09,0.59,0.14,4.92,5.64,1.0,0.21,250.0,5.5,22.0
76.0,76318.0,2.0,9.0,20.0,10.977597320537788,1.0657443268362206,1.891370878995433,0.14,6.5456621,3.622146118721461,1.694063926940639,0.063201912,0.0,0.0,0.0
25.0,5652.0,3.0,10.0,20.0,6.597301053953729,3.231682948135603,2.175265419766206,0.14,2.362380446333687,3.3475026567481394,1.0,0.036263269,7.0,105.0,15.0
17.0,17662.0,2.0,10.0,21.0,4.0342949295234245,0.8071535474072752,0.59,0.14,1.4473684210526312,1.0,1.0,0.018933641,0.0,0.0,0.0
15.0,15686.0,2.0,9.0,20.0,6.515099491522738,2.3646724405257045,4.350318960000001,0.80599687,1.0,3.327,1.4149999999999998,0.5805077896098123,0.0,0.0,0.0
20.0,20001.0,3.0,10.0,20.0,6.422170024467001,0.6671283151365447,4.795627200000001,0.14,2.037,10.039,3.157,0.375,260.0,2.136,8.22
73.0,73152.0,2.0,10.0,23.0,7.25,0.53,0.73,0.14,2.43,4.06,1.67,0.06,38.0,266.0,7.0
25.0,25653.0,2.0,10.0,20.0,7.748070699855384,4.579342905853718,1.6993296200000003,0.1838204899999999,1.0,1.094,1.515,0.2228412256267409,210.0,2.415,11.5
54.0,54206.0,2.0,16.0,21.0,1.71,0.7496399027878576,2.46,0.66,1.0,23.501,1.574,1.79,0.0,0.0,0.0
47.0,47288.0,2.0,11.0,20.0,1.970330179496572,0.291946453,2.3088,0.08704,2.2,5.2,0.6,0.1500721767775844,0.0,0.0,0.0
25.0,25320.0,2.0,9.0,20.0,4.270094624020814,1.9016409276769224,3.17616,0.03264,3.9,2.6,1.7000000000000002,0.066316467,10.0,150.0,15.0
5.0,5607.0,2.0,10.0,20.0,18.968176071552843,1.2753623890603245,0.7056203300000001,0.02755872,1.0,1.4369999999999998,1.539,0.3531686736397996,12.0,120.0,10.0
25.0,25326.0,2.0,11.0,20.0,32.77269136702653,2.1946454180380184,2.22144,0.07072,2.0,6.1,2.1,0.207659934,15.0,270.0,18.0
86.0,86749.0,2.0,11.0,21.0,5.147790951686483,2.265247577637556,2.0124439918533605,0.14,6.147657841140529,10.634419551934826,1.1364562118126271,0.1974407956353041,70.0,553.0,9.0
68.0,68167.0,3.0,9.0,20.0,3.607223163394172,2.9346987748067903,0.59,0.14,1.0,1.3775303643724703,6.893724696356278,0.042098882,0.0,0.0,0.0
25.0,11001.0,3.0,10.0,20.0,10.189680362640964,3.12699620278258,1.291762247324613,0.14,1.5338882282996424,12.615933412604036,3.5112960760998795,0.1829512628948364,0.0,0.0,0.0
15.0,15087.0,2.0,10.0,20.0,11.53856701493494,1.848508895667296,2.06471074,0.06554765,5.707,6.949999999999999,2.595,0.1661133121689499,0.0,0.0,0.0
15.0,5129.0,3.0,9.0,20.0,21.17334338370953,1.2863335098715718,2.96400063,0.19071017,1.0,6.947,6.138,0.2010176397323626,0.0,0.0,0.0
86.0,86001.0,2.0,11.0,21.0,2.9136191779693665,3.165437035359271,1.3104,0.04896,3.3000000000000003,9.9,1.2,0.1532279712770955,120.0,900.0,7.5
76.0,76520.0,2.0,9.0,20.0,13.398251471336335,1.7622999842591642,1.50384,0.04896,2.1,4.6000000000000005,0.8,0.1924552980521464,3.0,40.0,20.0
73.0,73443.0,2.0,10.0,20.0,7.095434150975153,0.497964186,5.142453810000001,0.1768351199999999,1.492,4.95,2.304,0.4817049342826371,0.0,0.0,0.0
