Departamento,Municipio,Estado,Topografia,Drenaje,Materia orgánica (MO) %,Acidez (Al+H) KCL cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,Produccion,Rendimiento
13.0,13670.0,3.0,10.0,20.0,1.7200085087354096,0.4390343417218102,4.01,0.14,1.0,2.634791454730417,1.0,0.075490924,0.0,0.0,0.0
25.0,25718.0,3.0,9.0,20.0,9.856468898575589,1.990915495436556,1.20432,0.03264,2.6,1.3,1.7000000000000002,0.044113715,5.0,75.0,15.0
25.0,11001.0,2.0,11.0,21.0,4.371902334878853,6.229633588325869,3.1470205600000005,0.1923369,3.466,96.019,8.346,0.1481142595716695,0.0,0.0,0.0
25.0,25718.0,2.0,9.0,20.0,2.2663331531306747,4.845195399036086,1.97184,0.03808,2.2,1.3,4.8,0.1385000270948863,5.0,75.0,15.0
25.0,25168.0,2.0,9.0,20.0,2.7373224967756467,6.784451792730711,4.824941130000001,0.14,1.513,18.008,6.572,0.3334633385335414,0.0,0.0,0.0
15.0,15572.0,2.0,9.0,20.0,2.437491857601384,4.01,4.794529300000001,0.24582761,1.139,4.219,8.72,0.1539392615647837,0.0,0.0,0.0
15.0,15176.0,2.0,10.0,20.0,16.68339711145797,1.8961508775143912,0.7146231100000001,0.21090076,3.3150000000000004,3.1950000000000003,2.819,0.1097945698884665,0.0,0.0,0.0
76.0,76318.0,2.0,10.0,20.0,15.941049452578302,1.0298399307269677,3.744,0.03808,6.7,10.7,4.699999999999999,0.2525142107564495,0.0,0.0,0.0
68.0,68770.0,2.0,9.0,20.0,8.739862281336297,4.085308078144002,1.32780026,0.47500516,1.0,8.511,2.085,0.3784426842328598,600.0,6.0,10.0
25.0,5652.0,2.0,11.0,20.0,6.824818755125702,1.515211220448457,2.7456,0.03264,1.4,3.6,5.4,0.086442861,7.0,105.0,15.0
52.0,52560.0,3.0,10.0,21.0,9.37858322,1.881648644489785,1.284006046,0.14,7.047866805,14.207075962539022,3.5442247658688872,0.2261485199702622,0.0,0.0,0.0
5.0,5615.0,2.0,9.0,21.0,13.442220711609249,0.4467295965798754,3.93728898,0.14,5.590000000000001,12.594,13.37,0.1480129764801297,14.0,280.0,20.0
85.0,85230.0,3.0,11.0,20.0,2.7278796652514083,2.105417124946216,0.59,0.14,1.0,1.0,1.0,0.087100644,0.0,0.0,0.0
5.0,5885.0,2.0,10.0,21.0,1.5925084745762712,2.610450383897548,0.87469693,0.12994702,1.626,1.0,1.0,0.1001780943900267,0.0,0.0,0.0
25.0,25743.0,2.0,10.0,20.0,16.32410807358596,1.260704446858559,1.30416,0.04896,4.6000000000000005,4.8,3.8,0.1087630463986772,315.0,1.14,12.0
85.0,85139.0,3.0,11.0,20.0,1.2093865333938534,5.406509671292483,0.59,0.14,1.4354838709677415,9.736895161,1.2006048387096773,0.073165973,0.0,0.0,0.0
25.0,25386.0,2.0,9.0,20.0,2.8409768049200608,3.0028085638938253,4.68,0.03264,2.6,6.9,5.2,0.1026776856652375,15.0,150.0,10.0
95.0,95025.0,2.0,16.0,22.0,2.35,2.899053337275225,1.88,0.14,3.64,68.71,1.0,0.3208333333333334,150.0,1.95,13.0
85.0,85225.0,3.0,11.0,21.0,2.2332821020655325,2.387068502597949,7.95241907,0.2446793299999999,4.156000000000001,93.841,6.714,0.2769607843137255,0.0,0.0,0.0
54.0,54418.0,3.0,10.0,20.0,2.880900358622556,1.0564531127053642,1.576863021148037,0.14,1.0,7.87,1.7000000000000002,0.11167147,45.0,720.0,16.0
47.0,47189.0,3.0,9.0,20.0,4.919862293,0.8836049198683046,2.9579377323799805,0.14,2.6281920326864148,9.722165474974464,1.0,0.2579098729172983,0.0,0.0,0.0
19.0,19533.0,2.0,11.0,21.0,2.11,2.52,0.59,0.14,1.0,1.42,1.0,0.08,10.0,83.0,8.3
5.0,5649.0,3.0,9.0,20.0,2.481240471017811,1.136701873144048,0.59,0.14,1.0,1.0,1.0,0.1888455243610726,20.0,360.0,18.0
17.0,17662.0,2.0,9.0,20.0,4.232965977474878,2.639874569739445,1.27510106,0.14,3.5360000000000005,9.943,9.32,0.1443123938879456,0.0,0.0,0.0
5.0,5649.0,3.0,9.0,20.0,2.723797724987861,2.955536899959616,0.7629398778004074,0.14,1.655804480651731,4.798370672097759,1.0,0.3572000799467462,20.0,360.0,18.0
25.0,25040.0,3.0,9.0,20.0,4.040747070628601,0.071017036,7.29418184,0.070838076,1.384,2.133,1.682,0.2483844911147011,5.0,35.0,7.0
76.0,76020.0,2.0,10.0,20.0,9.915760871755744,0.7377241205068319,4.648728180000001,0.14,19.048,6.585,5.840999999999999,0.4651162790697675,0.0,0.0,0.0
25.0,13268.0,3.0,16.0,23.0,7.31,0.96,0.72,0.14,1.0,1.12,1.0,0.05,0.0,0.0,0.0
68.0,68176.0,3.0,9.0,20.0,2.687524015019896,0.8595431669240918,6.739568940000001,0.14,1.785,6.656,1.0,0.1712765957446808,190.0,2.85,15.0
8.0,8141.0,3.0,11.0,21.0,1.3574178066460802,0.283755032,13.001872339121556,0.2763183146067416,5.883554647599592,7.323799795709909,6.838610827374874,0.6087132099674564,0.0,0.0,0.0
95.0,95025.0,2.0,11.0,21.0,0.7727603269508941,0.2308166970692265,1.1635729603255345,0.14,1.0,16.42421159715158,1.0,0.064570258,150.0,1.95,13.0
81.0,81736.0,2.0,11.0,20.0,1.2456980584852575,2.173437894078872,0.59,0.14,1.128643216080402,19.66532663316584,1.905527638190955,0.2295129493621956,1.1,22.0,20.0
25.0,25535.0,3.0,9.0,20.0,2.339075095738576,1.1626306208001975,7.18848,0.08704,2.5,1.7999999999999998,3.6,0.071001584,41.0,533.0,13.0
18.0,18753.0,3.0,11.0,23.0,1.1283071949860557,8.986030763341512,6.418895721703016,0.14,1.5109034267912778,50.13811007268953,2.786085150571133,0.122773121,0.0,0.0,0.0
19.0,19533.0,2.0,11.0,21.0,2.59,2.72,0.65,0.14,1.0,7.82,1.0,0.21,10.0,83.0,8.3
5.0,5615.0,2.0,10.0,20.0,5.170436115660144,2.7822917398703626,0.67970989,0.03320443,1.0,7.500999999999999,4.677,0.5261386884892861,14.0,280.0,20.0
76.0,76001.0,2.0,11.0,21.0,3.3660589301542125,0.2922330981868632,11.34432,0.19584,6.3,5.5,2.2,0.058163759,3.0,90.0,30.0
5.0,5615.0,2.0,10.0,20.0,6.613715229663835,0.924254448,1.35063658,0.21645078,1.496,17.477,1.0,0.1415765509391007,14.0,280.0,20.0
25.0,5652.0,2.0,9.0,20.0,14.435361443398094,2.989745629609707,1.63488,0.0272,2.7,4.4,10.2,0.066316467,7.0,105.0,15.0
25.0,25099.0,2.0,9.0,20.0,8.017688373987419,1.9945647788210967,3.1786615045000004,0.057010177,3.955,3.707,5.163,0.1357904316172646,0.0,0.0,0.0
5.0,5615.0,2.0,9.0,21.0,11.705662919609598,0.9765716762443788,2.02815067,0.1132012699999999,6.178,11.769,4.415,0.087185726,14.0,280.0,20.0
23.0,23807.0,3.0,9.0,21.0,1.978886502661218,1.5521240622459325,2.2776173212487403,0.14,1.4169184290030206,15.17119838872104,3.178247734138971,0.1161980013943759,0.0,0.0,0.0
13.0,13688.0,2.0,9.0,20.0,4.898014230557775,2.9087103985277043,2.0965205931321544,0.14,1.0,4.770031217,3.1560874089490123,0.2312975536494636,0.0,0.0,0.0
68.0,68190.0,2.0,10.0,20.0,1.4412284942645062,2.8280031963106165,3.522196954314722,0.14,1.038578680203046,12.27309644670051,2.585786802030457,0.02501683,270.0,2.73,10.11
73.0,73873.0,3.0,10.0,21.0,9.708748076528268,1.2430509284289564,0.9469387500000002,0.14,1.0,1.0,1.0,0.2185678601165695,10.0,450.0,45.0
68.0,5615.0,2.0,9.0,20.0,2.3581255510606898,0.2289420041675392,3.0576000000000003,0.03264,1.7999999999999998,6.1,0.8999999999999999,0.1270273852321863,645.0,12.255,19.0
86.0,68686.0,2.0,11.0,20.0,4.11,1.95,2.42,0.14,1.52,8.95,1.45,0.12,200.0,1.0,5.0
81.0,81065.0,2.0,11.0,20.0,0.8168875856400268,0.5396994707058596,6.015503890000001,0.47395257,1.923,16.744,3.851,0.1671686746987951,2.2,44.0,20.0
20.0,20570.0,2.0,10.0,20.0,2.618305172785393,0.1894900512767055,3.28305037,0.124397,2.318,15.788,1.0,0.1649076517150395,420.0,2.529,6.03
18.0,18753.0,2.0,11.0,21.0,1.08,3.9122173063575705,2.92,0.14,1.4,7.54,1.0,0.091666667,0.0,0.0,0.0
54.0,54223.0,2.0,11.0,21.0,2.833374147855499,0.0,7.121638140000001,0.25970266,6.82,173.22999999999996,7.866999999999999,0.2493305150402533,25.0,375.0,15.0
25.0,25885.0,2.0,10.0,20.0,3.063959187754352,6.669877080661517,4.75488,0.03808,1.7000000000000002,0.5,1.6,0.1677761784814681,0.0,0.0,0.0
25.0,5861.0,2.0,9.0,21.0,8.546048257372652,0.95863913,4.23072,0.04352,4.5,14.3,4.2,0.1666406878107207,142.0,1.935,15.0
41.0,41026.0,2.0,11.0,23.0,5.038669021315752,1.5339655798435143,5.2094257100000005,0.14,2.691,53.911,10.002,0.7819812792511699,10.0,70.0,7.0
5.0,5667.0,3.0,10.0,20.0,3.409448320707995,2.875968758130004,0.985011089,0.14,3.105846774,6.603830645161294,1.0,0.1783234331600804,42.0,305.0,7.26
25.0,25535.0,2.0,9.0,21.0,3.0448279984749496,0.4347227538644219,3.744,0.11968,9.9,6.7,7.6,0.090901131,41.0,533.0,13.0
86.0,68686.0,2.0,11.0,23.0,2.79,1.79,1.1,0.14,3.59,19.97,1.0,0.23,200.0,1.0,5.0
54.0,54223.0,2.0,11.0,21.0,1.3172524710379532,0.4338405282492621,0.82616975,0.1244926899999999,1.0,1.5,1.06,0.3124894735069222,25.0,375.0,15.0
68.0,68498.0,2.0,10.0,20.0,3.4918305084745764,3.491084248344914,3.03097253,0.14,1.7979999999999998,1.182,4.454000000000001,0.1614273576890399,25.0,500.0,20.0
50.0,50711.0,2.0,9.0,21.0,1.1029186672937092,4.676277996874195,0.59,0.14,1.0,1.0,1.0,0.1517150861247733,0.0,0.0,0.0
54.0,54223.0,3.0,10.0,20.0,5.816939469798811,1.5674060953929718,1.6195122900000003,0.17635667,1.592,6.342,1.31,0.1476945244956772,25.0,375.0,15.0
15.0,15550.0,3.0,9.0,20.0,2.287504630798026,2.2434583070081446,0.6864,0.0272,1.7000000000000002,6.0,1.4,0.1087630463986772,0.0,0.0,0.0
25.0,25245.0,2.0,9.0,20.0,5.685855768979671,2.906160893,6.333236150000001,0.1004745,3.433,6.564,8.064,0.3372538784730839,7.0,84.0,12.0
73.0,73870.0,2.0,10.0,21.0,10.037205741152675,1.728940656795484,0.6804961389172627,0.14,1.979570990806946,7.122574055158326,1.1889683350357512,0.2206114333730043,130.0,1.495,11.5
23.0,23807.0,2.0,11.0,20.0,1.0294000718930272,0.7141411500671495,5.461859013091642,0.14,3.314199395770393,14.225579053373616,2.223564955,0.1203143832792457,0.0,0.0,0.0
54.0,54223.0,2.0,11.0,21.0,2.181466804116818,0.9399878112067342,2.7952534,0.2673578599999999,1.1,5.19,1.084,0.2493305150402533,25.0,375.0,15.0
85.0,85010.0,3.0,11.0,21.0,0.56,1.59,0.59,0.14,1.0,1.0,1.0,0.29,216.0,3.24,15.0
25.0,25823.0,2.0,10.0,20.0,3.405546167653253,4.434784685159663,0.5629826080000001,0.080742488,3.983,0.513,1.963,0.256727614,0.0,0.0,0.0
18.0,18256.0,3.0,16.0,20.0,1.1626716876319847,4.751177609413775,0.59,0.14,1.066,3.101,1.0,0.1252122241086587,0.0,0.0,0.0
85.0,85010.0,3.0,11.0,20.0,0.9583082582472142,0.552784547,1.3697347595190388,0.14,1.0,3.6372745490981977,1.0,0.1505565216972406,216.0,3.24,15.0
50.0,5313.0,2.0,11.0,20.0,1.7541700420117556,0.3368712022696987,3.86427863,0.12650218,2.854,7.382,1.681,0.1868953386103782,625.0,8.375,13.4
44.0,44855.0,3.0,10.0,20.0,3.1760957849501694,0.4876115275617733,4.676876740665996,0.14,1.2431886982845617,10.26,1.8990918264379424,0.1318486588354424,50.0,600.0,12.0
15.0,15507.0,3.0,10.0,20.0,2.931434387097656,1.288544232933644,3.5568,0.0272,10.3,6.4,30.1,0.070247063,0.0,0.0,0.0
25.0,25871.0,3.0,9.0,20.0,6.785828718594908,2.7323228814071445,1.28662901,0.14,2.724,5.57,6.054,0.1074614760746147,0.0,0.0,0.0
19.0,19533.0,2.0,11.0,21.0,1.74,0.83,0.66,0.14,1.0,1.68,1.0,0.07,10.0,83.0,8.3
25.0,25867.0,3.0,9.0,20.0,4.120391884740309,0.3536719230167285,8.98422549,0.0602847,2.049,4.327,2.9170000000000003,0.2652720400808649,0.0,0.0,0.0
19.0,13473.0,2.0,16.0,20.0,8.904833943740165,0.2798474696938963,0.8319886200000001,0.14,1.5870000000000002,1.0,1.0,0.1546593578700078,10.0,200.0,20.0
5.0,5615.0,2.0,9.0,20.0,8.195708553998251,0.497964186,1.52772785,0.1119573,1.0,4.1160000000000005,1.0,0.2434258809176602,14.0,280.0,20.0
50.0,50001.0,2.0,11.0,20.0,2.148692338282481,2.2054554222883858,0.29328,0.0272,6.7,2.2,0.4,0.084345595,100.0,2.55,25.5
54.0,54223.0,2.0,11.0,21.0,2.22,1.5389403463732343,4.20901923,0.27520444,2.693,16.568,2.211,0.118520334,25.0,375.0,15.0
13.0,13670.0,3.0,10.0,20.0,2.45,4.06,0.85,0.14,1.51,6.07,1.0,0.21,0.0,0.0,0.0
18.0,18001.0,2.0,11.0,21.0,1.831263104581191,3.328838826022984,1.2949875253549696,0.14,2.153144016,89.69574036511158,1.0,0.1631012833967893,0.0,0.0,0.0
52.0,52051.0,2.0,9.0,20.0,5.404056918644522,1.010455489886594,3.083559467758446,0.14,1.7482088024565003,3.381780962128968,1.0,0.2357380675066766,10.0,40.0,4.0
85.0,85225.0,3.0,11.0,21.0,2.115310469714549,4.01,4.223105959183672,0.1916729285714285,7.334693877551017,95.623,10.092857142857138,0.2020038784744666,0.0,0.0,0.0
76.0,76001.0,2.0,10.0,20.0,11.120410584826937,2.491343966207827,1.19184,0.03264,8.299999999999999,16.8,1.7000000000000002,0.1300335244199341,3.0,90.0,30.0
25.0,25386.0,2.0,10.0,20.0,4.6691666666666665,1.8862084457686432,3.70656,0.04352,2.2,3.4000000000000004,3.9,0.136093785,15.0,150.0,10.0
68.0,68572.0,3.0,10.0,20.0,4.513282676359444,5.825186978825878,1.4642683863885837,0.14,1.311745334796926,1.7958287596048292,4.529088913282107,0.091259237,15.0,270.0,18.0
85.0,85001.0,3.0,11.0,21.0,3.152562440116704,2.6438393113815524,4.74490422,0.1885093,3.665,101.904,8.193,0.1558704453441295,380.0,3.04,8.0
25.0,25489.0,2.0,10.0,20.0,2.6155802787973688,0.7448725666537152,4.666733740000001,0.09817794,1.504,2.417,1.183,0.2520511059707965,30.0,300.0,10.0
50.0,50711.0,3.0,11.0,21.0,1.34,1.16,1.02,0.14,2.0,26.72,1.0,0.01,0.0,0.0,0.0
25.0,25885.0,2.0,9.0,20.0,2.4170840278432864,2.5154966415266293,10.86031701,0.12277027,5.978,2.005,34.870000000000005,0.1527425101136396,0.0,0.0,0.0
25.0,25488.0,2.0,10.0,20.0,7.572514428,0.2780944357381207,8.47886212,0.08171926,1.735,8.797,4.323,0.5281193454870907,37.0,185.0,5.0
19.0,19130.0,2.0,16.0,20.0,15.159524726561628,1.8829167173988743,0.89797241,0.14,2.106,1.235,1.869,0.080586081,0.0,0.0,0.0
54.0,54223.0,3.0,10.0,21.0,1.9877409449453127,0.5541552799925621,3.855279727547932,0.1722613118062562,3.211907164480323,44.46619576185671,5.067608476286579,0.1974290352301144,25.0,375.0,15.0
50.0,50683.0,2.0,11.0,20.0,3.3953701963633307,4.315029309745995,0.48048,0.11424,2.748,3.1180000000000003,3.5,0.133263108,320.0,6.4,20.0
25.0,25596.0,2.0,10.0,20.0,11.00990824609701,2.2120683975999302,2.7522157200000006,0.12363148,1.0,1.611,2.472,0.1224398931433659,5.0,35.0,7.0
25.0,19397.0,3.0,10.0,20.0,2.377470402566778,1.926454345,2.24289991,0.11377541,2.391,1.0,1.22,0.1459684893419833,12.0,156.0,13.0
19.0,19256.0,3.0,10.0,20.0,11.898889483487906,0.3117581889295511,1.7966569158878505,0.14,2.854620976116302,4.413291796469365,1.2876427829698855,0.028217978,3.2,48.0,15.0
76.0,76109.0,2.0,11.0,20.0,1.866126561944781,1.8230202447415853,0.59,0.14,1.0,4.532,1.0,0.050890585,70.0,490.0,7.0
68.0,68271.0,3.0,9.0,20.0,8.426513841726921,2.8378961011355512,1.247603357363543,0.14,1.0,2.168,1.0,0.1527514147594848,0.0,0.0,0.0
25.0,25653.0,2.0,9.0,20.0,9.160837457248972,2.658422587067915,0.19059544,0.11281851,1.0,3.618,1.0,0.1527425101136396,210.0,2.415,11.5
25.0,25653.0,2.0,9.0,21.0,10.16790177483676,1.7896282620577746,3.894470880000001,0.11033057,2.406,3.332,7.094,0.1532033426183844,210.0,2.415,11.5
86.0,86001.0,2.0,9.0,20.0,6.627172484962706,5.536970248345477,1.0108800000000002,0.03264,3.4000000000000004,3.7,2.1,0.2371149587276022,120.0,900.0,7.5
76.0,76520.0,2.0,11.0,21.0,3.146382430604981,2.519710601567834,2.9633278600405686,0.14,3.335699797160244,76.55375253549695,1.2789046653144016,0.1028199801535561,3.0,40.0,20.0
25.0,25328.0,2.0,10.0,20.0,5.390622962334436,2.027658257522659,2.34624,0.0272,1.7000000000000002,8.6,2.0,0.028046702,0.0,0.0,0.0
15.0,15822.0,2.0,10.0,20.0,5.484611485726117,0.2640121812555485,7.258216900000001,0.4022807599999999,1.57,7.241999999999999,3.832,0.3727175454316112,0.0,0.0,0.0
44.0,44090.0,2.0,10.0,21.0,1.1098411272371496,0.9613380197898944,1.5130537612838515,0.14,1.0,2.465396188565696,1.0,0.1216415203055976,627.0,7.524,12.0
76.0,76109.0,2.0,11.0,20.0,7.087870336835605,1.1148480202941042,0.312,0.05984,2.0,2.1,0.7000000000000001,0.064901178,70.0,490.0,7.0
68.0,5615.0,2.0,10.0,20.0,1.0387886558633397,0.68231094,1.316486924623116,0.14,1.0,14.78994974874372,1.0,0.1127833682126342,645.0,12.255,19.0
41.0,41551.0,2.0,11.0,20.0,3.999863771,0.3383250942153221,4.86358721,0.1079383199999999,4.0,33.153,16.533,0.3031496062992126,200.0,1.0,5.0
25.0,25320.0,2.0,10.0,20.0,11.62415673302538,0.982395879,5.7925204,0.11080902,1.149,5.901,1.4549999999999998,0.2634754625905068,10.0,150.0,15.0
15.0,15816.0,2.0,9.0,20.0,4.238447439,0.4559329380752494,4.863477420000001,0.08832187,3.709,14.462,7.732,0.347457342,0.0,0.0,0.0
5.0,5615.0,2.0,10.0,20.0,12.114410474074566,1.381745031,1.25577802,0.16563939,1.957,5.797,16.712,3.578669910786698,14.0,280.0,20.0
50.0,47318.0,3.0,11.0,20.0,2.780196662858626,2.105286316819632,1.2859846868686866,0.14,3.162626262626261,7.972,1.0,0.2089592253526679,8.0,96.0,12.0
5.0,5615.0,2.0,10.0,21.0,4.534001282,1.828474627861816,1.4473615700000002,0.14,1.519,11.412,4.015000000000001,0.3304947283049472,14.0,280.0,20.0
23.0,23068.0,3.0,11.0,20.0,1.5317379221880705,2.045885378531453,0.9719839034205228,0.14,1.0,1.2213279678068405,1.0,0.1132923668134935,0.0,0.0,0.0
15.0,15514.0,3.0,9.0,20.0,5.901408874092402,0.4181166506483992,7.626139130879347,0.14,1.8200408997955009,12.269938650306749,3.6932515337423313,0.2564600045047759,0.0,0.0,0.0
50.0,50568.0,2.0,11.0,20.0,3.658187836537477,2.041071107292612,0.9672,0.0816,3.7,7.143000000000001,4.774,0.1210903970966916,0.0,0.0,0.0
18.0,18753.0,3.0,11.0,20.0,2.505530674881592,0.6154200009721285,1.368944063,0.14,1.0,2.451612903225806,1.0,0.1921719411045368,0.0,0.0,0.0
44.0,44855.0,3.0,10.0,20.0,12.87680342,0.5771217440678431,7.662192248459961,0.14,7.339835728952773,21.026,3.9466119096509247,0.1341499187945825,50.0,600.0,12.0
19.0,19533.0,2.0,11.0,21.0,1.64,1.74,0.59,0.14,1.0,3.94,1.0,0.05,10.0,83.0,8.3
52.0,52560.0,2.0,9.0,21.0,10.580497043609832,1.4034497090026623,2.896137453416149,0.14,1.956521739130435,3.6428571428571432,3.3436853002070395,0.1416962111410356,0.0,0.0,0.0
76.0,76736.0,2.0,10.0,20.0,9.251460647908784,0.4730642035950169,1.8288306849315064,0.14,1.441517386722866,4.951527924130663,1.5890410958904106,0.093058024,27.0,540.0,20.0
25.0,25224.0,2.0,10.0,20.0,5.859341064080551,0.7689106189434378,3.1865449600000004,0.14,3.426,13.301,3.003,0.4304123711340206,0.0,0.0,0.0
73.0,73283.0,2.0,10.0,20.0,16.764401158716996,0.7396616036701209,2.23225028,0.13157375,18.939,3.612,15.864,0.5720439438534967,125.0,1.5,12.0
15.0,15469.0,2.0,10.0,20.0,11.996030697358414,0.5514563979657695,10.16406391752578,0.1775690721649485,1.438144329896908,7.969072164948458,13.325773195876296,0.533477442,0.0,0.0,0.0
73.0,73504.0,3.0,9.0,21.0,1.6431930466295386,0.2544563533247002,6.851520000000001,0.03264,2.6,8.100000000000001,2.0,0.1867827662572981,130.0,1.04,8.0
25.0,25649.0,2.0,9.0,20.0,7.530150165452394,9.968293844426046,2.54592,0.09248,2.2,1.6,1.2,0.011302943,18.0,324.0,18.0
25.0,25322.0,2.0,11.0,20.0,17.830629178808458,1.1671523359565823,2.84544,0.08704,4.5,6.0,5.4,0.4127561651927084,11.0,242.0,22.0
19.0,13473.0,2.0,16.0,20.0,17.939846171331702,1.7292092302642723,1.34152401,0.14,1.841,2.523,1.0,0.043956044,10.0,200.0,20.0
50.0,50573.0,2.0,11.0,20.0,2.0330114019602608,0.9381660644378892,1.6336752,0.14,1.0,1.0,1.0,0.065681445,0.0,0.0,0.0
5.0,5364.0,3.0,11.0,20.0,1.949502399306904,5.180781012385419,4.504081481103167,4.01,2.942798774259449,57.42696629213484,1.430030644,0.2887960949695294,0.0,0.0,0.0
68.0,68406.0,3.0,9.0,21.0,1.7053920206565998,0.8267142905262536,4.84481312,0.09425465,1.308,1.267,1.151,0.2456662091403589,175.0,2.188,12.5
52.0,52560.0,2.0,9.0,20.0,14.918140608326262,2.610397649897154,0.8946114193548383,0.14,7.978494623655911,8.760215053763437,9.515053763440855,0.1717830148383381,0.0,0.0,0.0
25.0,25745.0,2.0,10.0,21.0,4.708600479006993,1.527759655142522,4.917232601,0.186437394,0.8999999999999999,8.2,2.4,0.084602195,180.0,3.78,21.0
18.0,18753.0,2.0,16.0,21.0,0.94,0.391221731,2.37,0.14,1.0,8.16,1.0,0.091666667,0.0,0.0,0.0
95.0,95025.0,2.0,11.0,22.0,2.5,1.5648869225430282,2.52,0.14,2.72,46.32,1.0,0.1541666666666666,150.0,1.95,13.0
5.0,5615.0,2.0,10.0,20.0,9.193723403,4.051733550375614,0.59,0.14,1.421,2.85,3.828,0.087185726,14.0,280.0,20.0
15.0,15774.0,2.0,9.0,20.0,5.075801697572162,0.7933530030735519,6.524068268442623,0.2702065983606557,4.01,33.99897540983607,4.01,0.2301190143894416,0.0,0.0,0.0
85.0,85430.0,3.0,11.0,21.0,1.1176487200675207,4.015271072420727,2.41922265,0.1232487199999999,3.479,55.649,1.666,0.211487088,100.0,900.0,9.0
25.0,25148.0,3.0,11.0,20.0,2.332614469333204,0.3559974831782903,8.61017096,0.2746303,1.09,2.07,1.0,0.569431748,0.0,0.0,0.0
76.0,76020.0,2.0,10.0,20.0,9.665110942,1.7141236917658742,1.00589598,0.14,17.779,3.53,1.467,0.2203182374541004,0.0,0.0,0.0
54.0,54223.0,2.0,11.0,20.0,1.2088036900491013,1.254894494311522,0.9369478600000002,0.09358482,1.921,3.938,1.7280000000000002,0.1918602442591502,25.0,375.0,15.0
73.0,73283.0,2.0,9.0,20.0,5.170470514841433,0.5177202816122982,2.101800022471911,0.14,2.224719101123596,2.02247191,1.0,0.060697446,125.0,1.5,12.0
25.0,25823.0,2.0,10.0,20.0,3.210563899,6.5295562530346185,0.186993005,0.037847293,6.800000000000001,0.588,2.286,0.1714870221199335,0.0,0.0,0.0
5.0,5120.0,2.0,16.0,21.0,1.97,1.43,7.94,0.14,1.54,21.27,1.3,0.03,0.0,0.0,0.0
25.0,25394.0,3.0,10.0,20.0,2.3873520956294847,2.2031090726687514,2.2633208500000004,0.14,5.133,1.0,1.0,0.086206897,120.0,1.8,15.0
15.0,15580.0,3.0,10.0,20.0,7.0820711598703205,1.126207951619169,0.3744,0.0544,2.3000000000000003,1.3,0.8999999999999999,0.052085982,0.0,0.0,0.0
8.0,8436.0,3.0,16.0,23.0,3.16,0.1,14.99,0.43,4.05,18.95,11.38,0.39,0.0,0.0,0.0
25.0,25662.0,2.0,10.0,20.0,4.461189290174642,0.4260488233669044,2.95776,0.01632,6.800000000000001,14.0,4.6000000000000005,0.1399137139157016,45.0,585.0,13.0
5.0,5313.0,2.0,10.0,20.0,6.410822467386279,1.5528780222662402,1.7108566700819674,0.14,6.290983606557377,9.589139344262296,3.240778688524591,0.1532479759938774,12.0,120.0,10.0
25.0,25885.0,2.0,9.0,20.0,4.946744137276392,5.139607665575539,1.6170969100000003,0.16487387,2.445,2.826,5.537,0.347457342,0.0,0.0,0.0
50.0,50330.0,3.0,11.0,20.0,3.587539,5.582470487672569,0.658319504,0.14,1.036626,2.4238755,1.0,0.2637937158469944,136.0,2.617,19.19
20.0,20175.0,3.0,11.0,20.0,1.2552241140740887,0.4372246237543949,0.6677608216432867,0.14,1.0,2.891783567134269,1.0,0.2204898795145303,520.0,6.24,12.0
19.0,19533.0,2.0,11.0,21.0,2.05,3.44,0.69,0.14,1.0,12.7,1.0,0.06,10.0,83.0,8.3
85.0,85430.0,3.0,11.0,22.0,1.989167626303021,3.585437877,1.76421551,0.14,3.024,24.277,3.108,0.1669634906500445,100.0,900.0,9.0
25.0,25154.0,3.0,10.0,20.0,26.87969758,2.4900498275374874,1.5331065970000002,0.061794917,2.8000000000000003,4.8,2.3000000000000003,0.2896984265017145,7.0,84.0,12.0
15.0,15176.0,2.0,11.0,21.0,9.405505910314464,2.264412169999513,10.73460746,0.4918466,3.465,18.938,27.423,0.3292215079206284,0.0,0.0,0.0
54.0,5819.0,3.0,16.0,21.0,0.95,0.84,0.84,0.14,1.0,9.1,1.81,0.07,5.0,140.0,28.0
50.0,50573.0,2.0,11.0,20.0,3.021883964007216,0.8895585882482181,1.1974084555000002,0.025789749,10.5,1.123,7.199999999999999,0.1976805714789664,0.0,0.0,0.0
15.0,15176.0,2.0,9.0,20.0,10.603374094382731,0.5240618003180478,0.6883833,0.19740847,3.775,2.474,1.655,0.1097945698884665,0.0,0.0,0.0
19.0,19532.0,3.0,10.0,20.0,3.916681197493394,1.7341681392342672,4.87709138,0.0430605,13.085,25.244,1.4860000000000002,0.3146295128366841,0.0,0.0,0.0
25.0,25245.0,2.0,9.0,20.0,7.494875608638573,4.087682042480773,0.76051533,0.3048683399999999,4.577,5.016,7.459,0.2516835953210169,7.0,84.0,12.0
13.0,13442.0,3.0,11.0,20.0,2.395175577440474,0.1164063770710088,15.344585041753655,0.1741997494780793,6.919624217118999,2.3235908141962422,1.1022964509394573,0.2116306092769115,0.0,0.0,0.0
