Departamento,Municipio,Estado,Topografia,Drenaje,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Fósforo (P) Bray II mg/kg,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Aluminio (Al) intercambiable cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Magnesio (Mg) intercambiable cmol(+)/kg,Potasio (K) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,capacidad de intercambio cationico (CICE) suma de bases cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,Cultivo
73,73873,3,10,21,4.93,10.3027409,8.540838582,7.022292994,1.5996639,1.302982285,0.59,0.2,0.09,0.14,2.4896639,0.1431964,75.537,1,1.048,1,0.197751873,10,10,450,45,Pastos
73,73873,3,9,21,5.16,5.764863592,6.744185712,4.792993631,2.445346089,2.020127574,0.59,0.2,0.084795876,0.30592093,3.566062895,0.1289296,641.993,1,1.618,1,0.176935887,10,10,450,45,Pastos
73,73873,3,11,21,4.36,3.736927929,6.870512867,4.952229299,0.866060073,0.676742737,0.67894136,0.2,0.09,0.14,1.885001433,0.1167764,224.785,1,1,1.028,0.197751873,10,10,450,45,Pastos
73,73873,3,9,21,5.04,4.477014894,9.495310419,3.996815287,2.537046567,2.010026937,0.96889675,0.25561436,0.171504864,0.14,4.033062541,0.1421396,996.996,10.422,5.418,1,0.21856786,10,10,450,45,Pastos
73,73873,3,9,21,4.63,4.890879315,4.13342451,4.952229299,5.848452729,4.979614471,0.94551148,0.2,0.101901348,0.14,7.175865557,0.1595768,1099.161,1,3.239,1.104,0.239383847,10,10,450,45,Pastos
73,73873,3,10,20,5.12,5.253619307,4.007097355,4.315286624,1.70155332,1.353485475,0.59,0.2,0.06724026,0.14,2.59879358,0.1231172,614.273,1,1.797,1,0.1561199,10,10,450,45,Pastos
73,73873,3,10,21,4.8,5.117287498,4.13342451,6.385350318,6.745079628,6.262395481,0.77643488,0.23008913,0.115855812,0.14,7.96745945,0.1104356,1060.84,1.021,2.611,1,0.1561199,10,10,450,45,Pastos
73,73873,3,10,20,5.2,7.605343018,6.533640453,10.0477707,0.886437957,0.646440824,1.20933685,0.2,0.124971228,0.14,2.500746035,0.227212,333.025,1.031,2.804,1,0.197751873,10,10,450,45,Pastos
73,73873,3,10,21,4.76,12.49137768,6.758222062,7.022292994,2.812148002,2.363549262,0.59,0.20782244,0.185290524,0.14,3.855260966,0.27741,249.381,1.057,2.027,4.88,0.260199833,10,10,450,45,Pastos
73,73873,3,10,21,4.92,4.657167642,5.466877812,10.0477707,4.01,1.14137208,0.59,0.2,0.09,0.14,2.347018711,0.1352704,240.13,1,1,1,0.176935887,10,10,450,45,Pastos
73,73873,3,10,21,5.42,3.739362425,4.01,5.907643312,3.026115785,2.444354365,4.45000828,1.48462703,0.753315984,0.14,9.814067079,0.1421396,749.532,1,7.209,4.605,0.176935887,10,10,450,45,Pastos
73,73873,3,10,21,4.62,2.55619708,3.87,7.818471338,5.848452729,5.565451467,0.65412882,0.2,0.09790632,0.14,6.880487869,0.1500656,727.221,1,1.565,1,0.21856786,10,10,450,45,Pastos
73,73873,3,11,21,4.81,9.750134519,5.396696059,5.589171975,1.935898987,1.555498232,0.59,0.18247824,0.129810276,0.10114433,2.899331833,0.2066044,309.859,1,2.428,1,0.239383847,10,10,450,45,Pastos
73,73873,3,11,21,4.95,3.430181358,4.456260572,5.748407643,5.665051772,5.232130418,1.3592002,0.31046645,0.165484188,0.14,7.60020261,0.0988108,995.621,1,1,1.154,0.239383847,10,10,450,45,Pastos
73,73873,3,10,21,4.52,6.665627333,3.87,6.863057325,10.04629685,8.999668344,0.98130302,0.35011202,0.129810276,0.14,11.60752216,0.1865252,916.828,1,1.532,2.061,0.197751873,10,10,450,45,Pastos
73,73873,3,10,21,5.45,9.708748077,5.831822926,4.952229299,1.243050928,1.070667614,0.94693875,0.2,0.084795876,0.14,2.554785554,0.1178332,101.684,1,1,1,0.21856786,10,10,450,45,Pastos
25,25718,2,9,20,3.81,7.016194842,171.5590139,188.2165605,3.40310664,2.878681794,2.50266305,0.5213664,1.376709156,0.11023488,7.914080126,3.9122736,766.799,7.504,9.253,14.824,0.052039967,5,5,75,15,Forestal
41,41001,3,16,20,4.85,10.85,3.95567605,12.55,3.257533751,2.909356874,0.79,0.47,0.25,0.14,4.867533751,0.35667,697.895,1,2.167,1.598,0.6,300,300,1.8,6,Frutales
85,85162,2,11,21,5.11,1.088195633,98.44366385,6.066878981,1.324562465,1.131271442,0.66104559,0.2,0.09,0.14,2.325608055,0.068692,81.471,1,1.083,1,0.197751873,100,100,1.5,15,Aguacate
41,41306,3,9,20,4.76,3.259766596,15.64323196,26.60828025,0.580769696,0.424226791,2.17636717,0.6661904,0.485198964,0.28754845,4.19607468,1.54557,388.355,3.712,6.454,1,0.197751873,100,100,600,6,Aguacate
85,85001,2,11,,4.63,1.158796034,10.1830916,14.82484076,0.60114758,0.464629342,0.92761571,0.21687394,0.073317204,0.14,1.918954434,0.3545564,77.135,1,1,1,0.197751873,380,380,3.04,8,Frutales
85,85001,3,11,20,5.09,0.606165307,4.91946014,4.633757962,1.395885059,1.201975907,0.59,0.2,0.09,0.14,2.285885059,0.0723908,35.15,1,7.388,1,0.162364696,380,380,3.04,8,Frutales
20,20400,3,11,20,5.18,0.95805706,3.87,4.241935484,0.184893939,0.071663521,0.57266464,0.23226149,0.073598544,0.14,1.163418613,0.1204752,74.318,1,1,1,0.165534805,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.52,1.618399557,3.87,4.725806452,3.1842845,2.958679656,0.59,0.2,0.09,0.14,4.0742845,0.1025096,297.022,1,1.873,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.6,2.410323217,3.87,3.112903226,3.102109417,2.856303197,0.59604991,0.22683059,0.067015188,0.14,4.092005105,0.1490088,296.12,1.387,2.246,1,0.165534805,229,229,2.115,9.24,Frutales
20,20400,3,11,20,5.13,1.001917447,3.87,3.112903226,0.11299074,0,0.79971036,0.23389076,0.09,0.14,1.30659186,0.1410828,208.747,1,2.256,1,0.165534805,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.36,0.833785962,3.87,6.016129032,0.544409931,0.429981126,0.59,0.2,0.09,0.14,1.434409931,0.1062084,70.496,1,1,1,0.229202037,229,229,2.115,9.24,Frutales
20,20400,3,11,20,5.06,1.053087899,4.835917765,6.5,0.441691076,0.255941147,0.87403819,0.30467349,0.09,0.133966,1.814368756,0.2066044,224.587,1,3.817,1,0.123089983,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.49,0.785052199,3.784953084,3.112903226,0.287612794,0.102376459,0.59,0.2,0.09,0.14,1.177612794,0.1257592,69.736,1,1,1,0.123089983,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.74,4.130625074,15.12352978,7.790322581,4.478542072,3.982444242,1.31166113,0.68954327,0.099481824,0.14,6.679228296,0.2383084,502.051,1.371,5.044,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.57,4.754417249,8.388474433,6.5,6.419928428,6.173300458,0.59,0.26882955,0.149504076,0.14,7.488262054,0.1384408,386.584,1.158,3.582,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.61,0.865462909,4.525069056,4.080645161,0.451962961,0.307129376,0.59,0.2,0.09,0.14,1.341962961,0.1146628,80.617,1,1,1,0.165534805,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.52,6.847532398,11.65978703,6.661290323,2.824768508,2.65155028,0.59,0.2,0.130035348,0.14,3.784803856,0.2678988,246.598,1.298,2.374,1,0.165534805,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.35,4.749543872,11.92622878,5.370967742,7.180047954,6.705658043,0.59,0.19587446,0.118612944,0.14,8.144535358,0.1986784,604.285,1.64,3.863,1,0.123089983,229,229,2.115,9.24,Frutales
20,20400,3,11,20,5.3,1.335743728,3.903371639,3.435483871,0.554681816,0.481169356,1.71777434,0.37618034,0.09,0.14,2.808636496,0.1210036,277.431,1,3.054,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.96,1.14568205,3.87,5.532258065,0.349244107,0.255941147,0.83967392,0.2190463,0.09,0.14,1.567964327,0.1712016,306.185,1,1.387,1,0.165534805,229,229,2.115,9.24,Frutales
20,20400,3,11,20,5.04,1.067708028,4.865522404,4.403225806,0.410875419,0.153564688,0.59,0.2,0.06302016,0.14,1.303895579,0.1437248,317.559,1,1.791,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,5.12,1.248022953,3.87,5.048387097,0.688216328,0.501644647,0.96626179,0.26104526,0.09,0.14,2.075523378,0.108322,180.532,1,2.203,1,0.123089983,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.96,1.19928919,3.87,4.403225806,0.400603534,0.225228209,0.59,0.2,0.09,0.14,1.290603534,0.0945836,55.868,1,1.009,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.73,1.238276201,3.87,5.209677419,1.006644778,0.849724607,0.59,0.2,0.09,0.14,1.896644778,0.0813736,192.984,1,1,1,0.165534805,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.54,5.054129895,10.32757828,7.790322581,6.861619504,6.623756876,0.59,0.23624415,0.121370076,0.14,7.86923373,0.142668,660.693,1.719,3.234,1,0.229202037,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.91,1.148118738,7.352312072,5.693548387,0.287612794,0.184277626,0.59,0.2,0.141570288,0.14,1.259183082,0.1009244,61.972,1,1,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.79,3.855279309,7.66316078,7.306451613,3.307547126,2.979154947,4.01,0.6824831,0.229348368,0.13664532,5.741463924,0.4528388,233.772,1.401,3.732,1,0.123089983,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.57,1.050651211,3.518511334,4.080645161,0.451962961,0.327604668,0.59,0.2,0.09,0.14,1.341962961,0.084544,81.003,1,1,1,0.144312394,229,229,2.115,9.24,Frutales
20,20400,3,11,20,4.84,1.099384974,5.25038271,5.532258065,0.6368569,0.409505835,0.59,0.25633848,0.09,0.14,1.60319538,0.100396,229.691,1,1.98,1,0.186757216,229,229,2.115,9.24,Frutales
99,99773,3,11,20,4.92,3.185190059,3.87,2.790322581,2.023561441,1.668736276,0.59,0.2,0.09,0.14,2.913561441,0.0375164,495.803,1.119,1.339,1,0.123089983,540,540,5.68,10.52,Frutales
5,5318,3,16,20,5.3,5.507353897,3.87,5.048387097,1.140179289,0.94186342,0.59,0.26213144,0.09,0.14,2.112310729,0.0591808,221.661,1.838,1.301,1,0.123089983,160,160,17.6,110,Aguacate
68,5615,2,16,20,4.65,4.32312344,3.87,7.629032258,4.725067323,4.463613598,0.59,0.2,0.09,0.14,5.615067323,0.0940552,518.441,1.978,1,1,0.165534805,645,645,12.255,19,Cacao
68,5615,2,16,20,4.36,3.913759826,3.87,6.016129032,6.276122032,5.948072249,0.59,0.2,0.09,0.14,7.166122032,0.1627472,557.447,1,1,1,0.123089983,645,645,12.255,19,Cacao
68,5615,2,16,20,4.36,5.059003271,7.352312072,7.306451613,4.612076583,4.166721868,1.56198233,0.37364592,0.108484704,0.14,6.756189537,0.3719936,685.619,1.512,3.59,3.238,0.144312394,645,645,12.255,19,Cacao
68,5615,2,16,20,4.28,4.098948127,5.694452293,8.274193548,4.43745453,4.01315718,0.59,0.2,0.116080884,0.14,5.383535414,0.335534,326.447,1.293,14.752,1,0.165534805,645,645,12.255,19,Cacao
68,5615,2,16,20,4.39,3.923506578,6.33095203,8.274193548,3.081565646,2.77440203,1.27510106,0.47520375,0.088453296,0.11741163,5.037735382,0.3387044,456.764,2.223,8.016,3.759,0.165534805,645,645,12.255,19,Cacao
68,5615,2,16,20,4.11,5.612131489,7.825986294,5.048387097,3.677335004,3.450086657,0.59,0.20021918,0.110229012,0.14,4.637783196,0.5453088,709.632,1.563,9.742,1.567,0.250424448,645,645,12.255,19,Cacao
68,5615,2,16,20,4.52,4.067271181,3.87,9.564516129,3.91358837,3.675314866,0.59,0.2,0.070728876,0.14,4.814317246,0.1363272,443.509,1.419,1,1,0.144312394,645,645,12.255,19,Cacao
68,5615,2,16,20,4.78,1.954662527,5.916487085,8.596774194,5.341380452,4.924307662,2.32480325,0.29037212,0.102801636,0.14,8.159357458,0.1289296,563.178,1.242,6.724,1,0.165534805,645,645,12.255,19,Cacao
68,5615,2,16,20,4.62,1.769474225,3.710941487,4.403225806,7.529292061,7.08445094,0.79498939,0.2,0.085696164,0.14,8.689977615,0.1120208,289.025,1.085,4.538,1,0.123089983,645,645,12.255,19,Cacao
68,5615,2,16,20,5.12,2.885477412,3.87,5.532258065,1.201810602,0.880437545,3.99953991,0.89030554,0.076074336,0.14,6.267730388,0.1606336,352.693,1,25.606,1.487,0.144312394,645,645,12.255,19,Cacao
68,5615,2,16,20,5.29,2.802630014,3.87,4.725806452,0.328700336,0.255941147,2.69732072,0.86514237,0.070391268,0.14,4.061554694,0.1933944,75.125,1.162,56.705,2.912,0.144312394,645,645,12.255,19,Cacao
76,76306,3,10,20,5.47,3.146203048,4.510266737,6.5,0.52386616,0.327604668,2.35795983,0.73932652,0.444573468,0.89527564,4.961001618,0.3212672,72.32,1.313,4.517,1,0.207979626,101,86,1.032,12,Frutales
20,20787,3,11,20,5.27,3.207120252,8.018416447,4.241935484,1.448335853,1.136378691,1.87235866,0.66184568,0.140557464,0.14,4.223097657,0.1986784,301.279,1.571,6.401,1.296,0.165534805,350,350,2.1,6,Frutales
5,5154,3,11,20,5.2,2.273868678,3.87,3.435483871,25.65916994,21.35572928,3.49472549,4.16369,0.08777808,0.14,33.50536351,0.1754288,58.827,1.509,58.74,1.233,0.165534805,300,300,3,10,Cacao
5,5154,3,11,20,4.78,2.130104076,3.87,3.274193548,21.52987198,18.30491081,1.7302904,1.01449212,0.110904228,0.14,24.48555873,0.1088504,133.177,2.402,73.315,2.571,0.123089983,300,300,3,10,Cacao
5,5154,3,11,20,5.22,1.981466097,3.87,2.790322581,23.50207399,19.67675536,3.63679375,1.58799516,0.086765256,0.14,28.91362816,0.047556,47.828,2.218,66.044,1.24,0.123089983,300,300,3,10,Cacao
5,5154,3,11,20,5.21,1.501438525,3.87,5.209677419,10.21025417,9.21388128,0.85987528,0.25688157,0.09,0.14,11.48701102,0.034346,71.81,1.211,26.737,1,0.144312394,300,300,3,10,Cacao
5,5154,3,11,20,4.6,4.179358837,3.87,2.629032258,16.16794775,14.29175363,1.61303468,0.66999203,0.081082188,0.14,18.63205665,0.1289296,519.156,2.748,62.942,2.181,0.186757216,300,300,3,10,Cacao
73,73449,3,11,20,5.15,4.389360914,6.155337423,6.743421053,2.943435972,2.515334234,3.63855039,0.67270748,0.182139516,0.14,7.536833358,0.1352704,558.789,1,1,3.156,0.10515873,15,15,300,20,Frutales
73,73449,3,16,20,4.92,2.629677528,6.218439965,2.467105263,4.394129415,3.957050198,1.93032778,0.73118017,0.121145004,0.14,7.276782369,0.1231172,664.818,1,5.026,3.739,0.045634921,15,15,300,20,Frutales
73,73449,3,10,20,4.9,2.899114144,4.041402279,4.440789474,4.82513254,4.509196737,1.82009862,0.7512745,0.134255448,0.14,7.630761108,0.1183616,808.907,1,6.554,5.391,0.10515873,15,15,300,20,Frutales
25,25530,2,11,20,5.27,1.292032027,3.87,3.289473684,1.66093887,1.359916476,0.6642295,0.27715693,0.09,0.14,2.7623253,0.0486128,403.722,1.854,7.934,1.409,0.08531746,80,80,4.8,60,Forestal
47,47245,3,16,20,4.85,1.022595411,3.994075372,4.276315789,0.609711737,0.429447308,0.59,0.2,0.060994512,0.14,1.500706249,0.147952,267.465,1,3.581,1,0.14484127,900,900,6.3,7,Pastos
41,41001,3,16,20,4.58,4.44,3.87,10.21,4.064624202,3.663276596,0.59,0.2,0.11,0.14,5.004624202,0.1363272,752.422,1,1.465,2.194,0.58,300,300,1.8,6,Frutales
19,19256,3,9,21,5.19,3.705992177,3.87,3.768656716,1.769547726,1.586399536,2.98068871,3.33077097,0.158506956,0.14,8.339514362,0.1273444,671.572,9.018,13.853,1.466,0.108443067,3.2,3.2,48,15,Frutales
5,5234,3,10,22,5.42,5.851216285,5.130799616,1.71641791,0.231726488,0,5.31976466,0.58925265,0.15417432,0.14,6.394918118,0.1992068,211.959,4.758,14.063,2.706,0.0697134,50,50,1,20,Pastos
25,25286,2,16,20,5.34,14.00900623,86.82514286,235.8208955,0.105330222,0,4.01,4.90211137,2.914794936,0.28238119,23.9509191,8.4533432,73.33,3.515,6.47,49.357,0.360185902,110,110,3.3,30,Forestal
50,47318,3,11,20,5.01,1.686957722,3.530416107,2.649253731,1.285028706,1.061033456,0.59,0.2,0.09,0.14,2.175028706,0.084544,337.7,1.906,5.407,1,0.050348567,8,8,96,12,Frutales
50,50606,,9,20,5.05,1.056009455,3.87,4.141791045,2.001274214,1.72031638,0.63755053,0.2,0.09,0.14,2.978824744,0.0702772,436.095,1,1.478,1,0.108443067,51,51,1.02,20,Frutales
25,25407,2,10,20,5.46,4.53259985,22.98727961,0.972222222,0.842641774,0.607776446,2.1431008,0.71742189,0.218938788,0.14,4.022103252,0.1579916,829.488,2.404,5.676,2.461,0.146907216,90,90,1.89,21,Pastos
52,25612,3,9,21,5.29,10.23854848,3.87,0.972222222,0.832108752,0.648981628,0.59,0.2,0.105277428,0.14,1.76738618,0.1521792,600.303,3.107,6.871,1.112,0.043814433,16,16,80,5,Forestal
68,68498,3,9,20,5.02,6.419360454,3.87,3.353174603,2.664854611,2.286887643,1.01533792,0.52299567,0.151585992,0.14,4.454774193,0.1225888,817.696,1.78,6.511,5.718,0.25,25,25,500,20,Forestal
85,85010,3,11,20,5.18,1.403221116,3.87,1.369047619,4.476534425,3.801178109,0.59,0.2,0.066508776,0.14,5.373043201,0.0301188,234.982,1.762,15.308,1.055,0.043814433,216,216,3.24,15,Forestal
50,50683,3,11,20,5.35,1.302273415,3.87,0.376984127,1.30609475,1.040430865,1.05672875,0.35554292,0.110622888,0.14,2.928989308,0.0560104,65.808,1.826,13.649,1,0.018041237,320,320,6.4,20,Frutales
73,73622,3,9,20,5.27,7.407205814,6.517499038,2.361111111,1.537821238,1.318565848,0.74163145,0.2190463,0.101676276,0.14,2.700175264,0.2916768,702.639,2.105,8.721,3.144,0.121134021,75,75,1.313,17.5,Pastos
73,73152,3,10,21,5.26,10.79999391,4.672931663,6.735074627,0.714316292,0.504783513,1.68351986,0.65496654,0.28218402,0.14,3.434986712,0.457066,186.615,1.439,9.083,5.06,0.161222781,38,38,266,7,Frutales
5,5129,2,9,21,5.22,7.045258371,28.04737691,27.44402985,0.714316292,0.545166194,2.05845271,0.21832218,0.11084796,0.14,3.201939142,0.1696164,153.912,2.139,3.277,2.266,0.161222781,30,28,56,2,Aguacate
85,85410,3,11,20,4.72,0.866984417,6.614005623,2.630597015,2.734810947,2.463343544,0.59,0.2,0.09,0.14,3.624810947,0.0433288,83.073,1,1,1,0.09840871,50,50,750,15,Forestal
25,25123,3,16,20,5.36,6.569255439,16.2051946,5.055970149,1.183724141,0.858131972,2.60882998,0.69099151,0.5880006,0.14,5.171546231,0.2605012,221.287,1.036,2.457,1.487,0.224036851,19,19,342,18,Forestal
41,41770,3,10,20,5.03,3.925608386,3.87,12.51865672,1.040860883,0.858131972,1.84985171,0.59359737,0.407717928,0.14,3.992027891,0.3270796,676.467,1.648,4.845,2.462,0.307788945,20,20,100,5,Frutales
41,41770,3,10,20,5.12,7.54567171,3.87,8.787313433,2.102130802,1.776837966,1.70075689,0.8164453,0.537528204,0.14,5.256861196,0.219286,753.995,1.886,8.335,2.115,0.119346734,20,20,100,5,Frutales
5,5234,3,10,20,5.42,6.464357326,3.87,2.881679389,1.347299096,1.130969132,3.52272194,2.15661039,0.186753492,0.14,7.313384918,0.0745044,470.8,5.87,10.92,1.278,0.096557515,50,50,1,20,Pastos
5,5686,3,10,20,5.47,5.49908038,3.87,7.270992366,0.673649548,0.585680443,1.35360091,0.66112156,0.1617705,0.14,2.950142518,0.0988108,379.885,1.373,1.841,1.518,0.243492863,5,5,65,13,Pastos
5,5686,3,10,20,5.01,3.831783838,3.87,2.690839695,1.449367209,1.252144396,1.55934737,4.01,0.098075124,0.14,3.871169803,0.1595768,328.559,2.187,8.174,1,0.138539043,5,5,65,13,Pastos
5,5686,3,10,20,5.16,2.425307077,3.87,3.263358779,2.623150512,2.413407343,0.59,0.2,0.063695376,0.14,3.516845888,0.0496696,278.344,2.087,4.403,1,0.096557515,5,5,65,13,Pastos
5,5686,3,10,20,5.23,2.576436296,3.87,2.690839695,2.337359794,1.948902164,0.59,0.2,0.078831468,0.14,3.246191262,0.0295904,277.123,1.615,5.238,1,0.075566751,5,5,65,13,Pastos
5,5686,3,10,20,5.12,4.15354282,3.87,2.5,1.643296624,1.454103169,0.59,0.2,0.131329512,0.14,2.604626136,0.0877144,879.296,1.124,6.12,1.072,0.138539043,5,5,65,13,Pastos
5,5686,3,10,20,4.96,17.20908414,6.348821364,5.935114504,1.143162869,0.817933033,4.8812634,0.60554535,0.21325572,0.14,6.943227339,0.2414788,2999.232,3.678,62.013,15.852,0.474391268,5,5,65,13,Pastos
5,5842,3,10,20,5.27,10.38152917,3.87,2.881679389,3.123284267,2.766835197,0.59,0.3874042,0.525430584,0.14,4.686119051,0.1474236,876.854,1.807,5.928,1,0.180520571,50,50,600,12,Pastos
5,5842,3,10,20,5.2,8.326659311,4.436173956,4.217557252,5.021751174,4.705639423,1.78024485,0.95294192,0.268623432,0.14,8.123561376,0.1072652,391.732,2.288,5.149,1.105,0.075566751,50,50,600,12,Pastos
5,5842,3,10,20,5.06,8.687419382,3.87,3.072519084,7.134561119,6.159742592,2.44019254,0.80540247,0.23407488,0.14,10.71423101,0.0850724,704.275,2.816,2.47,1.039,0.159529807,50,50,600,12,Pastos
5,5842,3,10,20,5.08,6.505795983,3.87,2.690839695,4.807408136,4.352211569,0.59,0.28367401,0.237507228,0.14,5.978589374,0.071334,511.896,1.533,1.785,1,0.075566751,50,50,600,12,Pastos
5,5842,3,10,20,5.12,5.313825209,3.87,3.454198473,4.246033513,3.88770639,1.10789089,1.07640438,0.643649652,0.14,7.173978435,0.1104356,605.957,2.591,5.98,1.424,0.138539043,50,50,600,12,Pastos
5,5842,3,10,20,5.24,3.751344093,3.87,8.797709924,2.786459493,2.393211466,2.54515178,1.44570558,0.144383688,0.14,7.021700541,0.0956404,308.627,3.827,11.525,1,0.201511335,50,50,600,12,Pastos
5,5842,3,10,20,5.31,2.615437384,3.87,2.690839695,4.980923929,4.735933239,1.1286412,1.20493568,0.596834676,0.14,8.011335485,0.0929984,668.767,1.317,8.172,1.12,0.117548279,50,50,600,12,Pastos
5,5842,3,10,20,5.39,1.596533942,3.87,2.5,6.001605062,5.038871399,0.59,0.46488504,0.09,0.14,7.176490102,0.0311756,94.157,1,1,1,0.054575987,50,50,600,12,Pastos
86,86865,2,9,21,5.39,2.507937858,3.908394878,47.38372093,0.902321897,0.526126266,3.89930164,0.25398509,0.143314596,0.14,5.298923223,0.177014,239.228,2.898,1,1.962,0.042087542,140,140,910,6.5,Cacao
73,73504,3,11,21,5.31,2.243778582,5.775531639,2.936046512,0.072600612,0,6.62879083,2.65860658,0.1491102,0.14,9.609108222,0.3476872,184.899,2.532,8.442,1.631,0.09410802,130,130,1.04,8,Pastos
68,68377,2,11,20,4.89,5.745706596,11.85458156,3.662790698,1.047523121,0.835612305,1.65387656,0.32856945,0.167341032,0.14,3.297310163,0.6118872,98.059,1.815,12.015,1.535,0.063131313,105,75,600,8,Frutales
68,19785,2,16,20,4.82,15.80314691,9.119009093,13.25581395,2.769194786,2.599682727,1.284543,0.47828126,0.385098192,0.14,5.017117238,0.7270784,1220.377,1.976,21.99,8.484,0.084175084,11,11,110,10,Frutales
20,20001,2,11,20,4.98,1.666990439,79.20177027,4.244186047,1.265324958,1.11414974,1.16465232,0.2,0.060431832,0.14,2.77040911,0.10568,553.971,1,1,1,0.357744108,260,260,2.136,8.22,Cacao
25,25407,2,16,20,5.15,4.252843166,5.645266283,2.936046512,4.314550678,4.023318507,1.05167841,0.77372222,0.33141852,0.14,6.571369828,0.0887712,1059.553,2.252,10.075,1.28,0.042087542,90,90,1.89,21,Pastos
25,25407,2,16,20,5.26,6.755934065,8.568999814,13.40116279,2.893652978,2.62031513,1.33691283,0.71705983,0.937256076,0.14,5.984881714,0.200792,1419.138,2.236,10.118,1.554,0.273569024,90,90,1.89,21,Pastos
25,25407,2,16,20,5.24,7.429661392,5.196574504,9.040697674,2.634365077,2.197350877,1.74214772,0.88487464,0.880256592,0.14,6.241644029,0.1785992,1489.656,1.727,7.27,1.084,0.694444444,90,90,1.89,21,Pastos
25,25407,2,16,20,4.91,4.999274881,4.009712377,2.936046512,4.760525868,4.435966559,0.90291296,0.59287325,0.202621068,0.10162278,6.560555926,0.110964,852.432,3.223,4.436,2.448,0.063131313,90,90,1.89,21,Pastos
20,20570,,9,,5.3,2.420692593,4.747882724,2.936046512,1.23421041,1.010987727,1.04618891,0.38287845,0.303509592,0.14,3.066787362,0.1046232,242.935,2.058,3.974,1,0.147306397,420,420,2.529,6.03,Cacao
25,25530,2,16,20,4.73,1.235611071,3.87,2.790697674,2.302476563,2.021975455,0.74163145,0.20438287,0.071122752,0.14,3.419613635,0.1326284,170.5,1.41,6.377,4.026,0.084175084,80,80,4.8,60,Forestal
25,25530,2,16,20,4.97,1.204105836,12.3901169,7.296511628,1.151238282,0.928458117,1.04761618,0.24638183,0.09,0.14,2.605236292,0.1125492,83.139,1.334,5.383,1.948,0.126262626,80,80,4.8,60,Forestal
68,5615,3,16,21,5.09,2.597606603,4.082082019,4.680232558,2.717337206,2.290196688,1.47063705,0.90189146,0.20059542,0.14,5.390461136,0.1077936,217.679,1.821,26.871,2.689,0.105218855,645,645,12.255,19,Cacao
68,5615,3,11,21,5,1.826940092,12.08616441,4.244186047,2.095046242,1.856916234,2.12289944,0.27100191,0.085133484,0.14,4.674081076,0.1199468,287.683,1,1.93,1,0.189393939,645,645,12.255,19,Cacao
85,85010,3,11,21,5.14,0.876936091,5.428157358,3.081395349,0.746749156,4.01,0.59,0.2,0.09,0.14,1.636749156,0.042272,58.507,1,1,1,0.126262626,216,216,3.24,15,Frutales
