Departamento,Municipio,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,T_max,T_pro,P_max,Cultivo
25,25518,4.86,7.072841921,11.06802312,4.80231177,0.61284778,0.0516726,0.1284012,892.254,1.261,1.687,0.236886332,240,240.0,3.6,15.0,,,,Cacao
47,47245,4.78,0.906669668,3.121795299,0.665911194,9.55689013,0.35874181,0.1141344,596.398,1.0,1.0,0.148577858,900,900.0,6.3,7.0,40.0,30.0,6.0,Pastos
47,47245,5.15,0.873891761,4.620097223,0.749150093,0.87996685,0.0583709,0.1801844,481.987,1.0,1.373,0.240804958,900,900.0,6.3,7.0,40.0,30.0,6.0,Pastos
25,25473,5.28,4.7834133,11.13446955,0.362079062,8.37192666,1.47793205,2.7741,2845.986,8.99,11.819,0.725953459,250,250.0,5.5,22.0,24.0,14.0,7.0,Pastos
41,41306,5.09,5.391686984,8.287262967,1.883280095,2.83565612,0.08746066,0.3445168,759.616,1.0,3.164,0.390505219,100,100.0,600.0,6.0,31.0,20.0,7.0,Aguacate
25,25245,4.73,4.70515419,12.2189447,2.286815129,7.24043092,0.11626335,1.1038276,464.86,1.497,16.105,0.123328171,7,7.0,84.0,12.0,30.0,20.0,27.0,Pastos
66,66682,5.33,9.889166573,9.599988973,0.990953222,1.81603639,0.07291578,0.5284,368.555,5.144,4.01,0.123328171,11,11.0,525.0,50.0,30.0,19.0,9.0,Pastos
25,25245,4.78,9.782753641,2.845839996,4.687971014,3.45640878,0.10401503,0.3175684,1007.16,5.715,5.536,0.273076166,7,7.0,84.0,12.0,30.0,20.0,27.0,Forestal
52,52418,5.3,19.10840496,4.453619232,1.175749451,3.1773226,0.03521392,0.718624,93.234,1.0,6.055,0.102464308,12,12.0,24.0,2.0,,,,Pastos
25,25394,4.37,4.492328327,4.80063818,5.469299516,0.2064052,0.05578727,0.2805804,269.225,1.465,1.961,0.166624881,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.78,6.647190194,6.46545505,2.02002003,1.07462452,0.07492527,0.23778,161.293,3.375,4.859,0.186211678,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.36,12.97514159,6.187985572,1.819923707,3.28590491,0.086121,0.2916768,126.819,1.435,6.411,0.186211678,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.67,3.130001145,3.082782626,3.20154118,3.20817359,0.02124318,0.29062,695.717,1.0,4.346,0.321705464,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.01,10.58667169,10.27140191,0.695572935,4.50314664,0.13568842,1.075294,101.027,5.744,7.26,0.249292769,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.11,11.12750537,4.722292287,0.771800106,6.42403248,0.08382444,0.4153224,359.491,2.744,5.538,0.297567899,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.34,11.42250555,3.587247137,3.630319017,0.71670912,0.08076236,0.375164,404.646,3.61,1.255,0.273430334,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.85,9.652504435,4.091711648,1.858037292,2.62365163,0.08650376,0.3682948,213.455,3.71,2.761,0.466530853,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.57,4.047500892,7.87519548,2.944274478,7.10813397,0.07597786,0.3323636,568.095,1.983,1.41,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.52,6.014168802,4.343943904,2.725121362,0.94781707,0.08535548,0.301188,842.512,8.103,2.525,0.297567899,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.7,13.68417365,5.352872925,2.191531165,0.82770681,0.33309689,0.5511212,68.32,1.082,5.385,0.225155205,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.99,6.26000229,6.109569692,1.486429834,1.98379551,0.0641123,0.2441208,385.792,3.473,4.974,0.273430334,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.9,10.09500471,2.830550371,1.448316248,2.4603939,0.07109767,0.438572,348.876,3.777,2.168,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.37,6.70250257,8.884124502,2.010491634,0.34265459,0.07923132,0.4581228,84.98,1.0,1.0,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.27,8.2266702,3.587247137,0.247738306,7.90092756,0.08277185,0.3878456,454.355,1.981,6.73,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.29,8.865837271,5.857337436,0.590760575,5.81623504,0.07014077,0.266842,656.865,2.993,4.285,0.10446738,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.11,9.947504621,11.1542148,0.352550666,8.35403089,0.07597786,0.5474224,433.18,2.573,9.951,0.20101764,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.35,5.80595486,4.974524542,0.228681513,7.94572188,0.08679083,0.504622,579.535,3.711,5.143,0.345843029,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.92,5.80595486,6.614034203,1.086237186,4.79222371,0.09033136,0.5009232,1021.086,1.661,6.667,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.0,19.10834208,5.226756798,0.981424826,5.50223564,0.08095374,0.7973556,304.216,6.862,4.346,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.88,16.84667398,4.343943904,1.848508896,3.10442204,0.07626493,0.5315704,93.675,1.512,2.626,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25473,5.24,15.47000645,18.46895021,0.73368652,2.3099816,0.11272282,0.3561416,118.569,1.0,5.543,0.15274251,250,250.0,5.5,22.0,24.0,14.0,7.0,Frutales
41,5315,5.18,6.620858472,9.947392955,1.571134223,0.1526081,0.05655279,0.1542928,188.342,1.0,1.162,0.333032058,15,15.0,90.0,6.0,,,,Frutales
25,25394,4.32,3.130001145,10.52363416,3.925699304,0.35736645,0.04889759,0.1939228,963.534,3.322,1.0,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.84,4.285418542,6.614034203,2.191531165,9.43897567,0.08296323,0.3492724,529.265,2.345,6.282,0.20101764,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.89,4.506668682,21.36962115,3.801830151,5.26970042,0.05856228,0.3534996,440.484,34.876,5.491,0.273430334,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.09,18.01084305,7.118498714,0.86708407,4.28532328,0.11846422,1.2264164,87.007,1.0,5.483,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.97,8.964170666,9.262472885,2.058133616,3.61834903,0.02019059,0.3598404,340.637,4.384,5.078,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.28,9.652504435,7.370730969,1.200577943,9.48486789,0.01617161,0.1939228,261.767,3.729,1.542,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.98,14.37250742,7.118498714,1.305390303,4.75182099,0.08248478,0.3624824,182.336,1.45,4.365,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.48,12.70083969,17.33390506,0.219153116,9.23838934,0.02822855,0.6108304,155.43,5.342,5.332,0.20101764,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.17,17.66667617,4.217827776,0.800385295,1.01193443,0.17673943,0.3445168,73.471,1.0,1.257,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.67,9.226671666,27.92765979,1.410202663,0.28732043,0.10353658,0.2895632,88.199,1.849,1.0,0.442393288,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.31,13.29084007,7.87519548,0.638402557,5.9121915,0.09071412,0.5146616,89.928,2.858,4.046,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.19,14.37250742,12.0370277,0.981424826,2.71938851,0.12286596,0.6414776,80.304,1.783,2.744,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.53,5.866668708,2.830550371,4.773726581,0.93595975,0.08363306,0.2689556,824.78,4.432,1.949,0.876869454,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.32,21.86167715,4.343943904,0.990953222,6.83091422,0.05750969,0.3534996,84.181,4.706,4.406,0.394118158,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.37,12.06167262,4.722292287,1.048123601,3.70771809,0.04822776,0.1463668,376.255,1.344,4.336,0.394118158,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.25,19.33834389,5.983453564,0.962368033,7.24767706,0.08832187,0.4470264,98.351,2.756,4.4,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.97,9.701671132,15.06381476,1.981906445,0.13712771,0.02631475,0.2451776,688.842,2.479,2.475,0.442393288,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.16,13.09417328,8.001311608,2.534553434,2.89055112,0.08181495,0.1865252,341.946,1.0,1.339,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.24,10.16083892,9.388589013,1.029066808,0.96461494,0.05483037,0.1986784,87.779,1.0,1.0,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.0,6.915836872,10.14528578,2.334457111,1.30990449,0.03090787,0.287978,339.207,1.689,2.145,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.41,6.768336778,4.343943904,0.933782844,3.97154346,0.02593199,0.1363272,320.485,1.0,1.567,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.07,7.833336618,6.23568582,3.4111659,1.5634096,0.04095532,0.1210036,359.469,1.0,1.0,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.9,5.41625259,12.16314382,1.715111346,1.00424913,0.02220008,0.2631432,274.89,3.765,1.402,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.54,5.047502357,6.614034203,6.669877459,0.50876686,0.02794148,0.235138,587.488,1.006,1.361,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.39,5.219585799,10.52363416,1.057651997,4.52411653,0.13721946,0.1949796,251.46,2.36,1.0,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.65,4.064168402,9.51470514,4.38306233,1.06123014,0.20726454,0.1870536,494.241,1.0,1.0,0.20101764,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.19,4.310001891,8.758008374,6.031474902,1.09515525,0.14028154,0.4501968,674.619,5.128,2.103,0.249292769,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.53,1.876250353,8.127427735,6.498366324,0.15249831,0.11913405,0.1495372,375.32,2.124,1.0,0.176880075,120,120.0,1.8,15.0,30.0,19.0,,Cacao
68,68344,4.84,2.417091982,6.451355131,2.46785466,2.60915935,0.11406248,0.182298,432.861,1.646,11.956,0.148577858,18,18.0,360.0,20.0,,,,Cacao
73,73624,5.4,1.433754791,4.120663248,0.619345764,0.81936277,0.04363464,0.0544252,41.475,2.002,2.565,0.056350758,450,450.0,3.6,8.0,34.0,21.0,13.0,Forestal
25,25394,4.52,2.662917517,3.96559552,2.486911452,1.38829455,0.17721788,0.190224,495.099,9.0,2.869,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.78,2.515417423,5.478989053,2.334457111,1.39092951,0.21759906,0.1590484,681.923,16.321,4.326,0.128604945,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.46,3.080834447,8.884124502,3.458807882,0.31828121,0.13693239,0.1944512,698.368,5.028,1.0,0.15274251,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.19,5.662086079,5.352872925,6.441195946,0.99996732,0.14114275,0.2837508,894.916,1.0,2.09,0.249292769,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.22,10.09500471,7.370730969,4.954766112,0.34353291,0.14229103,0.7085844,510.257,1.911,3.229,0.394118158,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,5.36,8.022087571,8.758008374,0.619345764,6.29832293,0.12296165,0.3059436,194.161,4.109,4.383,0.297567899,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.81,3.130001145,5.605105181,2.839462118,5.61268438,0.15090313,0.2013204,745.866,1.357,1.0,0.321705464,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.31,2.933334354,4.343943904,3.192012784,1.043005,0.14028154,0.15852,609.422,5.031,1.0,0.297567899,120,120.0,1.8,15.0,30.0,19.0,,Cacao
25,25394,4.82,4.211668496,6.992382586,2.744178154,3.40524664,0.16736181,0.23778,517.352,1.899,4.045,0.538943547,120,120.0,1.8,15.0,30.0,19.0,,Cacao
5,5847,4.91,4.75251781,3.454751282,2.239173147,0.35868393,0.02526216,0.1130776,366.069,3.066,1.698,0.079407533,52,52.0,1.873,36.01,,,,Aguacate
50,47318,4.98,2.982510866,5.254349704,2.667950983,1.04037004,0.03425702,0.2044908,567.413,2.954,10.754,0.125734712,8,8.0,96.0,12.0,,,,Forestal
25,5861,5.05,6.832939132,4.533184745,1.584073088,1.00820157,0.21128352,0.1342136,133.881,1.0,1.0,0.329221508,142,129.0,1.935,15.0,,,,Aguacate
25,25120,5.0,8.71293058,2.88220241,1.441912682,4.490411,0.16908423,0.2277404,206.679,1.0,4.417,0.307473489,555,495.0,4.95,10.0,18.0,10.0,7.0,Aguacate
25,25120,5.48,20.30108285,3.294947994,0.30462944,8.20965704,0.21846027,0.3033016,160.358,1.0,5.001,0.220481414,555,495.0,4.95,10.0,18.0,10.0,7.0,Aguacate
25,5861,5.2,18.40747193,3.707693578,1.37083248,1.30178003,0.3196046,0.3529712,255.189,1.0,1.0,0.198733395,142,129.0,1.935,15.0,,,,Aguacate
25,5861,5.39,15.81170161,22.96915415,0.426481216,9.32512344,0.22410598,0.4354016,85.354,5.738,4.977,0.329221508,142,129.0,1.935,15.0,,,,Aguacate
25,5861,5.12,14.37207307,4.258021023,1.279443648,2.80491492,0.23549309,0.3281364,79.392,1.0,2.14,0.263977452,142,129.0,1.935,15.0,,,,Aguacate
25,25120,5.18,39.1897761,15.95247923,0.558487307,3.12198844,0.36677977,0.3313068,422.29,1.667,2.703,0.394465564,555,495.0,4.95,10.0,18.0,10.0,7.0,Aguacate
25,25120,4.99,27.38623441,4.395602884,0.660030453,4.9679975,0.25539661,0.2145304,540.793,5.421,7.99,0.242229433,555,495.0,4.95,10.0,18.0,10.0,7.0,Aguacate
25,5861,5.02,13.75717916,5.496257773,1.472375626,3.33915306,0.23415343,0.274768,437.481,1.0,5.586,0.220481414,142,129.0,1.935,15.0,,,,Aguacate
25,5861,5.09,13.44090478,13.47600572,0.74126497,3.82113116,0.2057335,0.2953756,233.332,1.682,4.624,0.242229433,142,129.0,1.935,15.0,,,,Aguacate
25,5861,4.91,4.663912241,3.432529855,0.934196949,2.56732936,0.18496877,0.3873172,382.008,1.0,4.185,0.220481414,142,129.0,1.935,15.0,,,,Aguacate
25,5861,5.35,17.22409122,3.019784272,0.558487307,10.75458924,0.2727165,0.18494,292.941,1.0,6.948,0.220481414,142,129.0,1.935,15.0,,,,Aguacate
25,5861,5.06,24.38692421,2.88220241,1.685616234,4.21516747,0.21023093,0.2002636,384.076,1.0,5.275,0.329221508,142,129.0,1.935,15.0,,,,Aguacate
25,5861,5.14,3.870451939,3.570111716,0.223394923,5.61696619,0.26448716,0.3614256,493.372,5.848,16.641,0.329221508,142,129.0,1.935,15.0,,,,Aguacate
25,25120,5.36,4.122664368,3.432529855,0.15231472,7.77192431,0.25558799,0.2610296,619.575,7.679,17.606,0.263977452,555,495.0,4.95,10.0,18.0,10.0,7.0,Aguacate
25,5861,5.4,10.41435563,8.385476859,0.121851776,14.49162126,0.28467775,0.3624824,186.835,6.413,8.306,0.503205658,142,129.0,1.935,15.0,,,,Aguacate
25,5861,5.35,17.02232127,12.78809642,1.06620304,4.63522401,0.21702492,0.6140008,253.33,5.426,6.862,0.416213583,142,129.0,1.935,15.0,,,,Aguacate
5,5440,5.46,16.6995942,5.078107658,0.543118593,6.5819105,0.24104311,0.2980176,209.682,1.0,1.905,0.068690897,99,99.0,2.994,30.24,,,,Aguacate
47,47245,5.19,0.593958292,2.578318115,0.333493873,0.1734682,0.22994307,0.0940552,14.367,1.0,1.0,0.15274251,900,900.0,6.3,7.0,40.0,30.0,6.0,Pastos
47,47245,5.34,0.212916385,6.487918075,0.438306233,0.11363265,0.19224121,0.0755612,89.673,1.0,1.0,0.225155205,900,900.0,6.3,7.0,40.0,30.0,6.0,Pastos
70,70001,5.01,1.728750259,4.217827776,0.571703782,4.86,0.29290709,0.451782,194.095,2.498,6.237,0.15274251,450,450.0,9.9,22.0,50.0,34.0,12.0,Pastos
19,19142,4.97,4.047514211,3.895071349,2.25822994,3.33300482,0.25970266,0.2472912,959.783,2.246,4.608,0.213296238,50,50.0,1.0,20.0,,,,Pastos
86,86749,5.43,10.58670653,3.286295232,0.914726051,1.01402044,0.3176908,0.3027732,495.495,1.0,4.483,0.151195237,70,61.0,553.0,9.0,,,,Frutales
25,25535,5.03,9.718370623,6.817196708,1.057651997,0.50810812,0.27778807,0.2388368,304.733,1.519,4.94,0.378898908,41,41.0,533.0,13.0,22.0,13.0,7.0,Pastos
25,25535,4.88,8.341698556,4.625602688,1.314918699,0.37141957,0.24333967,0.2472912,350.317,2.059,3.905,0.233996572,41,41.0,533.0,13.0,22.0,13.0,7.0,Pastos
25,25535,5.28,16.33922909,4.138581795,1.105293979,0.30214208,0.22841203,0.2700124,341.814,5.494,5.797,0.151195237,41,41.0,533.0,13.0,22.0,13.0,7.0,Frutales
25,25793,4.32,17.56090121,30.63814817,5.030903125,2.41878349,0.22123528,1.6771416,584.87,2.185,20.999,0.475883565,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,4.97,17.45971597,7.595862942,6.107474987,0.85735011,0.13798498,0.2287972,563.838,2.153,9.342,0.396640076,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,5.24,28.38772216,28.7032998,2.38088008,5.41890503,0.27807514,0.5236444,163.416,1.0,5.785,0.79285752,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,4.89,19.17986509,28.52740449,2.577561478,4.05586218,0.24228708,1.6475512,326.15,1.713,11.805,0.660785039,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,4.66,22.11423713,18.14958137,3.69553995,0.78862157,0.22573271,0.8734452,225.621,1.0,9.273,0.449469069,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,4.65,12.67608244,22.37106874,5.631298971,0.29390783,0.13329617,0.2568024,442.904,1.294,2.188,0.211738602,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25781,4.38,17.15616024,27.64792795,2.153143724,6.55347489,0.20745592,1.0139996,278.333,3.414,20.526,0.396640076,98,98.0,1.96,20.0,,,,Pastos
25,25781,5.18,1.936483172,3.902061493,2.059978852,0.23220585,0.11052195,0.0929984,429.33,4.727,1.919,0.185324106,98,98.0,1.96,20.0,,,,Pastos
25,25781,5.08,3.024224529,148.3993527,0.196681398,7.01854533,1.25401745,2.7772704,397.892,1.0,7.386,0.238153098,98,98.0,1.96,20.0,,,,Pastos
25,25781,5.09,2.771261423,23.07464997,1.604506141,7.75907888,0.13463583,0.4998664,873.521,2.202,7.357,0.238153098,98,98.0,1.96,20.0,,,,Pastos
25,25781,5.31,5.85741132,88.59494829,0.300197923,9.65592071,0.83948837,0.8591784,654.962,2.311,9.505,0.185324106,98,98.0,1.96,20.0,,,,Pastos
25,25781,5.25,4.921447827,123.7740097,0.12421983,11.66617561,1.52099255,2.1838772,737.264,1.36,7.964,0.290982091,98,98.0,1.96,20.0,,,,Pastos
5,5079,4.91,2.318758263,5.477889251,1.667469365,0.54862063,0.2440095,0.192866,467.731,1.0,2.817,0.358198574,20,20.0,1.2,60.0,,,,Aguacate
95,15455,4.23,3.744345724,3.432529855,2.975214196,0.42949848,0.28104153,0.364596,1769.145,2.955,3.054,0.416213583,500,500.0,6.5,13.0,,,,Forestal
95,15455,4.38,3.567797024,3.570111716,2.183177653,0.24724708,0.24860262,0.1289296,1390.662,2.628,2.829,0.263977452,500,500.0,6.5,13.0,,,,Forestal
25,25793,5.13,10.88905938,4.638207786,2.204155898,3.90841421,0.31989167,0.269484,484.066,4.075,11.772,0.260594004,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,4.74,15.35560314,9.061868049,3.110537763,0.89072627,0.30008384,0.3397612,669.823,1.516,3.643,0.33355546,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,4.68,12.41572293,9.693819515,5.263194691,0.96450515,0.2755872,0.2863928,619.509,2.794,3.829,0.649721774,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,5.24,19.35651451,13.48552831,2.358652807,4.01,0.25989404,0.4089816,621.632,3.35,7.646,0.163312061,110,110.0,3.3,30.0,17.0,9.0,,Pastos
25,25793,4.65,30.20109008,28.1783999,2.688246212,1.87510341,0.25491816,1.5952396,220.121,1.268,6.322,0.260594004,110,110.0,3.3,30.0,17.0,9.0,,Pastos
85,85410,4.84,1.708734401,2.703417722,0.91113068,0.468,0.0816,0.1212,,,,0.111510265,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,5.13,2.128351775,1.437594937,1.336324997,0.44304,0.11424,0.047975,,,,0.091191339,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,5.08,2.023447431,1.690759494,1.113604164,0.463632,0.10336,0.0404,,,,0.111510265,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,4.75,1.603830057,2.83,0.820017612,0.26832,0.09792,0.108575,,,,0.091191339,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,4.39,3.072490867,3.083164557,1.842508708,0.31824,0.12512,0.199475,,,,0.111510265,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,5.13,2.128351775,2.956582278,4.01,0.936,0.12512,0.047975,,,,0.091191339,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,4.96,1.866090916,2.703417722,0.708657195,0.85488,0.13056,0.06565,,,,0.111510265,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,4.63,1.39402137,2.450253165,1.518551133,0.53664,0.1632,0.083325,,,,0.091191339,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,5.26,1.866090916,1.437594937,0.45556534,1.11072,0.18496,0.027775,,,,0.091191339,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,4.49,1.761186572,2.703417722,1.700777269,0.468,0.20672,0.143925,,,,0.111510265,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,4.78,1.079308339,1.690759494,1.761519314,0.312,0.17408,0.03535,,,,0.111510265,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85410,4.93,0.974403995,1.437594937,0.880759657,0.4368,0.21216,0.04545,,,,0.111510265,50,50.0,750.0,15.0,32.0,25.0,10.0,Pastos
85,85010,5.13,2.075899603,5.994556962,0.627667802,3.0264,0.1904,0.088375,,,,0.111510265,216,216.0,3.24,15.0,,,10.0,Pastos
85,85010,4.93,1.551377885,1.437594937,1.75139564,1.45392,0.23936,0.0505,,,,0.131829191,216,216.0,3.24,15.0,,,10.0,Pastos
85,85010,5.05,1.39402137,1.690759494,0.64791515,0.61152,0.21216,0.128775,,,,0.111510265,216,216.0,3.24,15.0,,,10.0,Pastos
85,85010,4.91,1.866090916,1.943924051,1.326201323,0.47424,0.21216,0.037875,,,,0.111510265,216,216.0,3.24,15.0,,,10.0,Pastos
85,85010,4.77,2.233256119,2.703417722,1.852632382,0.33072,0.19584,0.027775,,,,0.091191339,216,216.0,3.24,15.0,,,10.0,Pastos
85,85001,5.24,2.547969149,1.690759494,0.870635983,2.00928,0.04352,0.068175,,,,0.111510265,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.97,1.498925713,1.437594937,4.01,0.3432,0.07072,0.05555,,,,0.111510265,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.81,1.656282229,2.197088608,1.346448671,0.63024,0.06528,0.042925,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.94,2.915134352,6.121139241,0.830141286,3.48192,0.04896,0.11615,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.92,0.921951824,1.690759494,0.394823295,0.59904,0.0544,0.0909,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.53,1.236664854,1.437594937,0.607420453,0.3432,0.04352,0.118675,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.87,1.551377885,1.690759494,0.678286173,0.97344,0.04352,0.10605,,,,0.111510265,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,5.23,1.97099526,2.197088608,0.627667802,2.5272,0.06528,0.053025,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.9,2.075899603,3.209746835,1.903250753,0.92352,0.12512,0.042925,,,,0.111510265,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,5.3,2.705325665,2.450253165,2.065229541,2.77056,0.08704,0.0707,,,,0.111510265,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,5.45,2.28570829,1.690759494,,3.48192,0.13056,0.12625,,,,0.111510265,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,5.26,1.813638744,1.690759494,1.397067042,0.9984,0.07616,0.053025,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.8,1.236664854,1.690759494,1.427438065,0.58656,0.06528,0.09595,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.94,1.39402137,1.943924051,1.002243748,0.63024,0.05984,0.103525,,,,0.091191339,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,4.95,2.023447431,2.070506329,0.921254354,0.58032,0.04352,0.2525,,,,0.131829191,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
85,85001,5.26,1.498925713,3.462911392,0.313833901,1.33536,0.06528,0.1515,,,,0.111510265,380,380.0,3.04,8.0,34.0,26.0,16.0,Pastos
68,68572,4.57,7.299533126,1.774136893,4.658672449,0.68016,0.04352,0.0909,,,,0.69804348,15,15.0,270.0,18.0,22.0,18.0,19.0,Frutales
50,50001,4.85,2.341640583,2.913814711,1.513488977,1.09824,0.03808,0.143925,,,,0.116700686,100,100.0,2.55,25.5,35.0,25.0,19.0,Forestal
25,25530,4.67,0.493282811,1.567655517,3.399190171,0.8112,0.04352,0.08585,,,,0.115571571,80,80.0,4.8,60.0,,,,Forestal
50,50001,4.59,1.644994386,7.768606831,1.865096137,1.0608,0.04352,0.15655,,,,0.251395387,100,100.0,2.55,25.5,35.0,25.0,19.0,Pastos
