Departamento,Municipio,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,T_max,T_pro,P_max,Cultivo
5,5150,5.03,3.884200176,4.246323529,2.436063977,0.61229883,0.14,0.0903564,667.843,1.0,3.5,0.161231884,1,1.0,143.0,143.32,,,,Pastos
68,68500,5.12,3.637588989,3.694852941,1.829617671,5.87321605,0.14,0.203434,1555.974,1.0,2.247,0.197463768,120,120.0,1.68,14.0,,,,Forestal
25,25040,4.88,4.328100313,7.555147059,4.18345164,5.02201418,0.14,0.187582,849.849,1.056,8.314,0.378623188,5,5.0,35.0,7.0,,,,Pastos
25,25518,4.86,7.460062386,5.533088235,2.076307694,0.56014858,0.10956505,0.1912808,692.505,1.0,1.0,0.052536232,240,240.0,3.6,15.0,,,,Pastos
25,25518,5.09,6.227006451,3.694852941,2.950001525,1.3372422,0.1138711,0.100396,625.911,1.0,1.98,0.070652174,240,240.0,3.6,15.0,,,,Pastos
25,25518,4.15,5.166578348,4.981617647,4.080664131,0.63425683,0.14,0.335534,1068.782,1.819,3.378,0.088768116,240,240.0,3.6,15.0,,,,Pastos
85,13873,5.02,1.146816002,3.464566929,1.439025134,0.59,0.14,0.0575956,251.933,1.0,1.0,0.179347826,150,150.0,2.4,16.0,,,,Frutales
5,5079,5.48,6.374973163,5.165441176,0.287805027,3.86987792,0.10755556,0.2531036,702.328,5.72,13.406,0.21557971,20,20.0,1.2,60.0,,,,Pastos
5,5234,5.18,3.957798168,16.63793103,2.648380631,0.97976596,0.14,0.1088504,256.201,1.863,6.414,0.065556343,50,50.0,1.0,20.0,,,13.0,Forestal
81,81736,5.12,0.874087442,8.362068966,1.12085023,0.59,0.14,0.1653892,192.06,1.16,12.08,0.136428065,1,1.0,22.0,20.0,35.0,12.0,12.0,Cacao
5,5887,5.48,1.837747044,8.534482759,0.773684229,0.60966387,0.14,0.0549536,260.898,1.0,1.0,0.065556343,41,33.0,1.246,38.0,,,,Aguacate
85,85010,4.43,1.211368302,2.5,1.339068859,0.59,0.14,0.1157196,235.774,1.0,1.0,0.030120482,216,216.0,3.24,15.0,,,10.0,Frutales
85,85001,5.28,1.669106613,1.637931034,1.547368459,1.47063705,0.14,0.068692,331.155,1.359,6.753,0.100992204,380,380.0,3.04,8.0,34.0,26.0,16.0,Frutales
81,81736,4.83,0.858169304,3.070866142,1.111222265,0.72088114,0.14,0.0745044,312.081,1.0,2.252,0.062594841,1,1.0,22.0,20.0,35.0,12.0,12.0,Pastos
5,5315,5.4,4.805654672,6.023622047,0.183504594,6.47969601,0.18133255,0.2869212,231.363,2.673,10.618,0.195371775,4,4.0,80.0,20.0,,,,Pastos
5,5315,4.99,4.548717754,6.220472441,2.038939935,0.93310521,0.14,0.0935268,365.211,5.428,8.832,0.214339909,4,4.0,80.0,20.0,,,,Pastos
5,5315,5.21,2.983738348,2.283464567,1.192779862,1.66167165,0.14,0.07926,251.372,1.0,8.238,0.043626707,4,4.0,80.0,20.0,,,,Pastos
5,5315,5.19,4.758938868,5.62992126,0.795186575,2.80689114,0.14,0.1706732,345.851,2.231,3.789,0.176403642,4,4.0,80.0,20.0,,,,Pastos
5,5315,5.17,3.7545491,4.251968504,1.009275268,2.42602963,0.14,0.1173048,395.406,1.593,3.122,0.195371775,4,4.0,80.0,20.0,,,,Pastos
5,5315,5.44,2.212927596,2.677165354,1.315116258,2.51430079,0.14,0.0549536,80.88,4.417,7.097,0.062594841,4,4.0,80.0,20.0,,,,Pastos
25,25592,5.03,2.002706482,10.31007752,4.781314149,5.204046,0.15779281,0.1384408,733.106,1.896,1.803,0.440067058,20,20.0,500.0,25.0,32.0,22.0,,Aguacate
50,50350,4.86,1.045032517,6.046511628,3.211330398,0.59,0.14,0.0480844,240.372,1.0,2.203,0.104777871,100,100.0,1.2,12.0,,,,Frutales
25,25488,4.67,3.287391069,7.596899225,2.905489408,1.4656965,0.14,0.1881104,429.022,1.0,2.652,0.272422464,37,37.0,185.0,5.0,,,,Cacao
25,25488,5.17,2.890306742,4.496124031,0.723823677,3.546217,0.14,0.2171724,254.595,1.0,3.511,0.230511316,37,37.0,185.0,5.0,,,,Cacao
25,25488,5.33,2.329717104,4.496124031,0.458761485,1.72095825,0.14,0.10568,245.971,1.0,2.368,0.188600168,37,37.0,185.0,5.0,,,,Cacao
25,25488,5.31,3.731191199,5.07751938,0.417982687,8.2946345,0.14,0.2943188,345.554,1.0,5.053,0.419111484,37,37.0,185.0,5.0,,,,Cacao
25,25488,5.03,1.815843269,9.728682171,1.468036754,1.56176275,0.14,0.0903564,91.738,1.0,1.0,0.544844929,37,37.0,185.0,5.0,,,,Cacao
86,86569,4.8,2.24495379,5.0,2.221902802,0.59,0.14,0.07,122.903,1.0,5.03,0.088404605,22,22.0,154.0,7.0,,,,Pastos
86,86569,4.83,1.476914861,6.666666667,2.527669243,0.59,0.14,0.05,57.671,1.0,1.57,0.14,22,22.0,154.0,7.0,,,,Pastos
5,5284,5.16,8.101250629,5.0,1.182296904,2.7,0.21,0.24,1301.664,3.52,5.24,0.14,13,13.0,106.0,8.16,,,,Pastos
68,68406,4.96,0.540867415,10.41666667,2.395170452,0.59,0.14,0.05,24.251,1.0,3.08,0.14,175,175.0,2.188,12.5,29.0,21.0,6.0,Forestal
25,25491,4.71,2.124947708,22.29166667,5.901292304,2.13,0.14,0.18,592.944,1.88,4.43,0.14,3,3.0,45.0,15.0,,,,Cacao
68,68406,4.41,1.380909994,13.125,4.280730169,0.62,0.14,0.11,246.675,1.0,1.0,0.38,175,175.0,2.188,12.5,29.0,21.0,6.0,Forestal
5,5690,5.48,1.839634684,13.95833333,0.147620421,0.98953727,0.14,0.1299864,339.812,1.735,1.0,0.088404605,102,100.0,450.0,4.5,,,,Aguacate
5,5690,5.44,1.147585159,15.20833333,0.196827228,0.59,0.14,0.05284,190.762,1.0,1.0,0.088404605,102,100.0,450.0,4.5,,,,Aguacate
85,85010,4.98,1.57713314,1.875,3.99559273,1.35645545,0.14,0.0961688,266.629,1.004,8.724,0.108963816,216,216.0,3.24,15.0,,,10.0,Frutales
5,5483,4.63,2.340773995,11.45833333,4.467978078,0.59,0.14,0.0861292,218.185,1.0,1.569,0.088404605,1,1.0,100.0,100.0,,,,Cacao
5,5483,4.79,2.770321976,21.66666667,3.99559273,0.86262003,0.14,0.137384,226.952,1.0,4.176,0.458470395,1,1.0,100.0,100.0,,,,Cacao
5,5483,4.96,1.50554181,6.666666667,3.966068646,0.70529096,0.14,0.081902,88.793,1.272,2.242,0.088404605,1,1.0,100.0,100.0,,,,Cacao
5,5483,4.88,1.624860693,3.958333333,6.259105854,0.88875005,0.14,0.0681636,201.641,1.0,2.663,0.108963816,1,1.0,100.0,100.0,,,,Cacao
5,5483,5.0,2.197591334,12.08333333,1.348266512,0.59,0.14,0.0966972,86.307,1.0,1.163,0.088404605,1,1.0,100.0,100.0,,,,Cacao
5,5483,4.82,4.512377676,8.125,1.692714162,0.59,0.14,0.1093788,168.586,2.351,1.0,0.108963816,1,1.0,100.0,100.0,,,,Cacao
5,5483,5.03,2.794185752,8.333333333,2.17494087,1.10811047,0.14,0.1252308,146.102,1.0,2.196,0.067845395,1,1.0,100.0,100.0,,,,Cacao
5,5483,4.95,3.987374588,16.25,1.062867032,0.59,0.14,0.1231172,161.634,2.204,1.793,0.088404605,1,1.0,100.0,100.0,,,,Cacao
5,5483,5.24,2.221455111,9.166666667,1.033342948,0.84329699,0.14,0.1178332,148.335,1.341,2.091,0.108963816,1,1.0,100.0,100.0,,,,Cacao
85,85125,5.08,0.956674945,1.875,0.905405249,0.59,0.14,0.0512548,71.127,1.0,3.878,0.088404605,100,100.0,1.7,17.0,,,,Forestal
85,85125,5.1,1.362359149,2.083333333,1.515569656,0.59,0.14,0.0517832,91.816,1.196,3.705,0.108963816,100,100.0,1.7,17.0,,,,Pastos
85,85125,5.27,1.243040266,16.66666667,0.305082204,0.70803571,0.14,0.1511224,193.105,1.271,2.726,0.2734375,100,100.0,1.7,17.0,,,,Pastos
85,85125,5.06,1.195312712,1.875,1.003818863,0.59,0.14,0.063408,90.388,1.0,1.703,0.088404605,100,100.0,1.7,17.0,,,,Pastos
68,68235,5.23,1.982817344,11.25,1.220328814,7.67179583,0.14,0.163804,434.775,1.947,2.816,0.314555921,100,100.0,800.0,8.0,,,,Cacao
68,68235,4.71,4.607832783,9.375,4.704170752,1.70130584,0.14,0.1997352,1325.94,1.962,1.455,0.252878289,100,100.0,800.0,8.0,,,,Cacao
19,19256,4.86,12.07931877,5.625,1.879700028,1.17705859,0.14,0.2980176,299.376,3.259,7.137,0.088404605,3,3.0,48.0,15.0,24.0,24.0,15.0,Frutales
50,5313,5.32,1.457814256,7.916666667,0.954612056,2.80491492,0.14,0.126816,275.869,5.084,4.95,0.108963816,625,625.0,8.375,13.4,35.0,32.0,,Frutales
76,76041,5.4,2.768610145,7.211538462,0.081933494,6.56148956,0.14,1.0124144,126.17,8.997,11.012,0.26293469,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76041,5.12,2.143624786,5.528846154,0.245800482,3.30841186,0.14,0.338176,200.541,6.591,5.32,0.072094996,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76041,4.96,2.093625957,8.413461538,0.727159761,2.37936888,0.14,0.2837508,193.094,6.738,31.27,0.199321459,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76041,5.38,2.668612488,7.692307692,0.051208434,5.25751373,0.14,0.5902228,198.121,3.843,5.924,0.135708227,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76041,5.26,2.493616587,6.490384615,0.081933494,5.16375307,0.14,0.6282676,152.581,1.767,5.753,0.114503817,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76041,5.46,3.543591992,12.01923077,0.675951327,4.01,0.14,0.1960364,150.106,4.541,11.846,0.135708227,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76041,5.35,2.693611902,5.288461538,0.071691807,6.42370311,0.14,0.9099048,137.181,12.009,9.463,0.156912638,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76041,5.39,2.543615416,8.173076923,0.245800482,4.06102231,0.14,0.2789952,224.411,7.189,16.775,0.093299406,4,4.0,147.0,42.0,25.0,16.0,11.0,Cacao
76,76109,4.63,1.739715778,13.46534653,1.771811811,1.21263055,0.14,0.2568024,193.215,2.645,7.03,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.47,1.866126562,11.23762376,0.051208434,5.18823624,0.14,0.4792588,60.514,5.63,12.819,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.14,2.118948131,15.44554455,0.850060002,0.86778016,0.14,0.100396,339.163,1.63,1.566,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.36,6.138811071,9.257425743,1.99712892,0.90016821,0.14,0.43593,593.791,2.217,6.329,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.34,7.251225973,20.64356436,1.372386027,0.98097365,0.14,0.869218,229.471,7.368,6.05,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.14,7.200661659,15.1980198,0.163866988,10.2708545,0.14,2.0427944,245.542,6.687,15.538,0.114503817,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.66,5.051678326,21.38613861,1.751328437,3.19236383,0.14,1.2221892,343.849,4.539,19.244,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.47,2.093665974,18.16831683,0.061450121,4.66838059,0.14,0.8945812,80.04,5.034,10.501,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.84,1.537458523,13.21782178,0.604259519,1.613913,0.14,0.332892,91.98,5.796,12.811,0.072094996,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.57,4.015109895,21.13861386,0.491600965,0.59,0.14,0.2678988,211.959,4.43,2.592,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.61,3.635877542,17.67326733,1.536253015,1.05101967,0.14,0.4243052,357.137,10.053,12.952,0.072094996,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.67,4.419624405,20.3960396,0.34821735,0.59,0.14,0.2150588,81.389,3.594,1.15,0.135708227,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.04,6.619172051,6.782178218,0.174108675,0.59,0.14,0.2684272,86.433,1.0,1.0,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.84,6.265221855,15.44554455,1.003685303,2.45106175,0.14,0.97754,348.073,8.751,12.017,0.178117048,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.35,2.017819503,15.1980198,0.839818315,0.59,0.14,0.1051516,87.338,1.0,1.0,0.24173028,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.68,7.605176169,14.95049505,4.01,0.59,0.14,0.31704,88.453,1.765,1.057,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.09,5.430910679,20.14851485,0.174108675,0.59,0.14,0.2103032,83.99,1.395,1.0,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.56,4.672445973,15.64356436,1.167552292,0.94935413,0.14,0.7772764,298.551,5.803,8.424,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.02,2.371769699,10.0,0.245800482,3.78127739,0.14,0.7149252,88.573,6.781,14.127,0.156912638,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.64,5.709014404,15.44554455,0.952476869,4.67694421,0.14,1.3854648,306.394,7.237,22.434,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.35,3.737006169,23.11881188,0.337975663,0.59,0.14,0.174372,173.734,1.509,1.264,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.81,2.245358915,36.38613861,1.208519039,0.59,0.14,0.1167764,212.597,3.512,1.0,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.88,6.695018522,14.20792079,0.112658554,0.59,0.14,0.3138696,75.463,1.374,1.136,0.178117048,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.93,5.051678326,19.15841584,4.01,0.59,0.14,0.2161156,205.733,1.472,1.122,0.199321459,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.92,4.495470875,5.297029703,0.471117591,0.59,0.14,0.1859968,155.617,1.085,1.0,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.49,3.661159699,30.04950495,0.553051085,0.59,0.14,0.3254944,188.474,4.318,1.879,0.072094996,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.3,1.486894209,12.97029703,2.130270848,0.64896869,0.14,0.3577268,151.03,1.595,1.221,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.46,5.17808911,16.93069307,0.102416868,0.59,0.14,0.1986784,66.178,1.0,1.0,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.37,3.610595385,14.95049505,0.28676723,1.60370253,0.14,0.235138,214.137,4.708,2.603,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.92,2.017819503,15.1980198,2.007370607,1.5710949,0.14,0.2700124,215.006,6.837,26.922,0.072094996,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.43,3.281927346,16.18811881,0.28676723,6.0812681,0.14,0.6885052,85.754,3.809,6.468,0.072094996,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.36,3.888699111,11.98019802,2.539938319,0.592866,0.14,0.3656528,393.327,2.123,1.642,0.135708227,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.03,2.422334013,13.71287129,2.591146752,0.59,0.14,0.599734,237.556,1.059,4.143,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.4,3.762288326,5.544554455,2.509213258,0.5906702,0.14,0.3106992,417.89,2.159,2.344,0.156912638,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.7,4.975831855,11.73267327,1.945920486,0.59,0.14,0.1986784,495.825,1.874,6.209,0.135708227,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.48,4.015109895,9.752475248,2.427279764,0.6279988,0.14,0.2916768,344.542,1.898,2.276,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.47,4.090956365,11.23762376,1.659153256,0.59,0.14,0.2837508,404.173,1.557,4.483,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.24,0.627300876,12.22772277,1.485044581,0.6170198,0.14,0.0322324,27.612,1.641,3.406,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.69,2.270641072,13.21782178,0.829576628,0.59,0.14,0.1749004,369.908,1.0,1.0,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.48,2.118948131,4.306930693,1.751328437,0.59,0.14,0.1854684,155.826,1.0,1.4,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.33,1.714433621,6.534653465,2.683321933,0.7070476,0.248794,0.295904,148.786,1.128,1.014,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.38,4.116238522,9.752475248,2.529696632,0.59,0.14,0.3413464,395.978,1.475,1.659,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.68,1.689151464,24.85148515,1.075377111,0.9057675,0.14,0.1701448,63.141,2.077,5.071,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.21,1.866126562,7.277227723,1.823020245,0.59,0.14,0.375164,234.696,1.0,4.532,0.050890585,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.89,2.295923229,25.34653465,1.01392699,0.6521526,0.14,0.3947148,157.179,6.667,21.486,0.093299406,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.09,1.866126562,8.514851485,0.512084338,1.9674368,0.14,0.3704084,216.425,6.871,8.171,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,5.02,4.343777934,15.44554455,1.290452533,0.6444673,0.1607592,0.1680312,329.45,1.0,3.302,0.135708227,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.66,4.495470875,16.18811881,1.403111087,0.9848163,0.14,0.694846,450.307,16.125,8.151,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76109,4.87,2.599309111,24.85148515,0.768126508,2.6558201,0.14,1.0113576,216.084,3.713,11.561,0.029686175,70,70.0,490.0,7.0,36.0,25.0,16.0,Cacao
76,76113,5.32,2.144230287,6.03960396,4.01,8.5317809,0.14,0.3498008,154.308,4.069,11.871,0.050890585,18,18.0,396.0,22.0,,,30.0,Cacao
76,76113,5.34,1.739715778,6.534653465,0.204833735,8.7886895,0.14,0.3207388,230.978,3.274,9.81,0.093299406,18,18.0,396.0,22.0,,,30.0,Cacao
76,76122,5.05,3.711724013,11.23762376,0.471117591,4.4377118,0.14,0.7910148,86.559,1.971,12.2,0.326547922,20,20.0,500.0,25.0,32.0,20.0,8.0,Cacao
76,76122,5.11,1.840844405,5.792079208,1.04465205,7.6051533,0.14,0.3006596,87.072,7.481,14.966,0.156912638,20,20.0,500.0,25.0,32.0,20.0,8.0,Cacao
76,76122,5.48,2.548744797,10.24752475,0.092175181,7.5842932,0.14,0.5373828,169.169,10.774,13.732,0.199321459,20,20.0,500.0,25.0,32.0,20.0,8.0,Cacao
76,76122,5.08,1.537458523,5.297029703,0.532567712,2.9775048,0.14,0.4010556,119.064,2.231,8.758,0.029686175,20,20.0,500.0,25.0,32.0,20.0,8.0,Cacao
76,76122,5.21,1.967255189,8.267326733,0.256042169,5.0525358,0.14,0.509906,149.413,2.751,12.94,0.093299406,20,20.0,500.0,25.0,32.0,20.0,8.0,Cacao
76,76147,5.37,1.512176366,9.00990099,0.133141928,4.6792498,0.14,0.348744,199.276,1.0,6.361,0.220525869,96,96.0,240.0,2.5,37.0,24.0,23.0,Cacao
76,76147,5.27,1.132944013,3.564356436,0.798851568,5.0569274,0.14,0.2578592,74.47,1.0,4.163,0.199321459,96,96.0,240.0,2.5,37.0,24.0,23.0,Cacao
76,76147,5.43,2.04310166,8.01980198,0.266283856,4.0940691,0.14,0.3429316,140.305,1.0,8.198,0.220525869,96,96.0,240.0,2.5,37.0,24.0,23.0,Cacao
76,76233,4.0,2.801566366,12.97029703,3.154439525,0.6236072,0.14,1.099072,797.654,2.866,10.846,0.156912638,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.01,1.790280091,16.68316832,0.891026749,0.8684389,0.14,0.19815,132.825,9.641,10.347,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.44,3.484184601,6.287128713,0.174108675,4.1577473,0.14,0.4237768,244.563,3.48,10.565,0.220525869,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.95,3.40833813,6.782178218,0.450634218,3.524259,0.14,0.9289272,233.86,4.676,17.741,0.029686175,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.92,2.118948131,33.91089109,0.747643134,1.3163821,0.14,0.6705396,240.152,2.912,5.426,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.96,2.801566366,11.23762376,0.614501206,0.59,0.14,0.446498,61.147,7.878,2.324,0.220525869,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,3.8,4.69772813,7.277227723,4.01,0.59,0.14,1.9038252,1923.096,6.003,11.424,0.135708227,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.45,2.068383817,6.782178218,0.061450121,3.1191339,0.14,0.5241728,231.066,4.004,8.181,0.029686175,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.16,2.675155581,6.534653465,0.440392531,4.2872995,0.14,0.7286636,151.041,6.596,20.83,0.029686175,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.47,2.751002052,18.91089109,1.638669883,0.59,0.14,0.4195496,398.651,3.085,4.183,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.61,1.815562248,14.20792079,0.952476869,1.0583756,0.14,0.4618216,240.152,5.442,10.475,0.029686175,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.35,1.309919111,2.8,1.577219762,0.6598379,0.14,0.388374,259.424,10.115,4.765,0.029686175,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.08,2.92797715,18.16831683,0.409667471,2.4516107,0.14,0.8221904,206.591,6.272,8.214,0.178117048,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.98,2.498180483,7.524752475,0.757884821,1.9882969,0.14,0.5807116,222.189,6.193,7.878,0.029686175,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.62,2.826848523,7.02970297,1.054893737,3.4408186,0.14,1.1117536,691.845,6.29,21.587,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.46,2.877412836,7.277227723,0.081933494,6.03845,0.14,0.745044,437.162,9.026,10.507,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.19,1.840844405,6.782178218,0.942235183,2.3220585,0.14,0.2055476,159.192,3.654,5.991,0.072094996,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.29,1.764997935,7.277227723,0.235558796,7.1528185,0.14,0.9516484,163.757,4.333,8.027,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.49,2.574026954,3.564356436,0.112658554,7.9037821,0.14,0.8628772,184.624,3.857,8.68,0.114503817,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.97,1.309919111,8.267326733,0.870543375,2.7030298,0.14,0.1537644,203.962,1.479,2.962,0.072094996,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.99,1.941973033,5.544554455,0.716918074,2.5504217,0.14,0.3836184,171.05,7.534,11.177,0.178117048,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,5.23,2.144230287,8.514851485,0.204833735,3.5033989,0.14,0.4137372,204.754,3.488,11.921,0.029686175,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.73,2.498180483,5.04950495,1.464561208,1.5765844,0.14,0.4285324,374.858,3.0,7.74,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.75,3.003823621,1.831683168,1.403111087,1.5557243,0.14,0.3571984,485.265,2.883,9.121,0.072094996,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76233,4.86,2.04310166,6.287128713,0.614501206,2.7019319,0.14,0.4295892,214.379,5.537,9.383,0.050890585,18,18.0,450.0,25.0,30.0,19.0,8.0,Cacao
76,76250,5.26,1.866126562,2.326732673,0.204833735,4.9910534,0.14,0.4364584,153.076,4.222,9.111,0.029686175,25,25.0,500.0,20.0,,,,Cacao
76,76250,5.1,3.939263424,9.257425743,0.409667471,1.0122638,0.14,0.3344772,148.621,1.086,3.238,0.050890585,25,25.0,500.0,20.0,,,,Cacao
76,76250,5.46,2.118948131,3.316831683,0.081933494,4.9767807,0.14,0.4364584,96.838,1.659,7.974,0.029686175,25,25.0,500.0,20.0,,,,Cacao
76,76250,5.44,2.498180483,1.584158416,0.081933494,4.97118141,0.14,0.5854672,128.337,1.979,9.817,0.029686175,25,25.0,500.0,20.0,,,,Cacao
76,76250,4.84,10.08282754,4.01,0.614501206,1.09548462,0.14190827,0.879786,89.621,1.062,2.886,0.072094996,25,25.0,500.0,20.0,,,,Cacao
54,5819,5.42,4.17,4.57,1.78,3.75,0.2,0.15,471.64,1.21,16.01,0.24,5,5.0,140.0,28.0,26.0,14.0,13.0,Pastos
76,15401,5.36,1.967255189,3.316831683,0.297008916,10.0556661,0.14,0.3667096,205.722,1.753,4.432,0.093299406,1,1.0,20.0,20.0,,,,Cacao
76,15401,5.22,1.992537346,11.48514851,0.737401447,3.07137525,0.14,0.4634068,83.503,2.943,7.366,0.24173028,1,1.0,20.0,20.0,,,,Cacao
76,15401,5.25,1.815562248,2.326732673,0.307250603,7.11032977,0.14,0.4665772,177.738,2.595,7.983,0.135708227,1,1.0,20.0,20.0,,,,Cacao
76,15401,5.21,1.916690876,4.306930693,0.337975663,4.95284648,0.14,0.5051504,163.592,5.668,8.517,0.135708227,1,1.0,20.0,20.0,,,,Cacao
76,15401,5.1,1.941973033,3.811881188,0.819334941,5.45129308,0.14,0.4538956,154.528,1.683,12.364,0.178117048,1,1.0,20.0,20.0,,,,Cacao
